date,state,crop,market,variety,min_price,max_price,modal_price,arrivals,avg_price
2019-05-31,Rajasthan,Safflower,Rajasthan Main Market,Common,2986,3986,3236,586,3486.0
2019-06-30,Rajasthan,Safflower,Rajasthan Main Market,Common,1781,2781,2031,381,2281.0
2019-07-30,Rajasthan,Safflower,Rajasthan Main Market,Common,1126,1626,1376,226,1376.0
2019-08-29,Rajasthan,Safflower,Rajasthan Main Market,Common,1457,2457,1707,557,1957.0
2019-09-28,Rajasthan,Safflower,Rajasthan Main Market,Common,1687,2187,1937,287,1937.0
2019-10-28,Rajasthan,Safflower,Rajasthan Main Market,Common,2684,3184,2934,284,2934.0
2019-11-27,Rajasthan,Safflower,Rajasthan Main Market,Common,2693,2193,2943,293,2443.0
2019-12-27,Rajasthan,Safflower,Rajasthan Main Market,Common,1705,1705,1955,305,1705.0
2020-01-26,Rajasthan,Safflower,Rajasthan Main Market,Common,1630,3130,1880,230,2380.0
2020-02-25,Rajasthan,Safflower,Rajasthan Main Market,Common,1587,1587,1837,187,1587.0
2020-03-26,Rajasthan,Safflower,Rajasthan Main Market,Common,2385,3885,2635,485,3135.0
2020-04-25,Rajasthan,Safflower,Rajasthan Main Market,Common,2880,3380,3130,480,3130.0
2020-05-25,Rajasthan,Safflower,Rajasthan Main Market,Common,2561,3061,2811,161,2811.0
2020-06-24,Rajasthan,Safflower,Rajasthan Main Market,Common,2499,2999,2749,599,2749.0
2020-07-24,Rajasthan,Safflower,Rajasthan Main Market,Common,1069,3569,1319,169,2319.0
2020-08-23,Rajasthan,Safflower,Rajasthan Main Market,Common,2591,3591,2841,191,3091.0
2020-09-22,Rajasthan,Safflower,Rajasthan Main Market,Common,2451,2451,2701,551,2451.0
2020-10-22,Rajasthan,Safflower,Rajasthan Main Market,Common,2567,3567,2817,167,3067.0
2020-11-21,Rajasthan,Safflower,Rajasthan Main Market,Common,1383,2383,1633,483,1883.0
2020-12-21,Rajasthan,Safflower,Rajasthan Main Market,Common,2207,3207,2457,307,2707.0
2021-01-20,Rajasthan,Safflower,Rajasthan Main Market,Common,1312,2312,1562,412,1812.0
2021-02-19,Rajasthan,Safflower,Rajasthan Main Market,Common,2991,3991,3241,591,3491.0
2021-03-21,Rajasthan,Safflower,Rajasthan Main Market,Common,2955,2455,3205,555,2705.0
2021-04-20,Rajasthan,Safflower,Rajasthan Main Market,Common,2503,1503,2753,103,2003.0
2021-05-20,Rajasthan,Safflower,Rajasthan Main Market,Common,2144,1644,2394,244,1894.0
2021-06-19,Rajasthan,Safflower,Rajasthan Main Market,Common,2664,2664,2914,264,2664.0
2021-07-19,Rajasthan,Safflower,Rajasthan Main Market,Common,2400,2400,2650,500,2400.0
2021-08-18,Rajasthan,Safflower,Rajasthan Main Market,Common,2359,1859,2609,459,2109.0
2021-09-17,Rajasthan,Safflower,Rajasthan Main Market,Common,2813,2313,3063,413,2563.0
2021-10-17,Rajasthan,Safflower,Rajasthan Main Market,Common,2640,3640,2890,240,3140.0
2021-11-16,Rajasthan,Safflower,Rajasthan Main Market,Common,1722,1722,1972,322,1722.0
2021-12-16,Rajasthan,Safflower,Rajasthan Main Market,Common,2828,2828,3078,428,2828.0
2022-01-15,Rajasthan,Safflower,Rajasthan Main Market,Common,2024,1524,2274,124,1774.0
2022-02-14,Rajasthan,Safflower,Rajasthan Main Market,Common,2355,2855,2605,455,2605.0
2022-03-16,Rajasthan,Safflower,Rajasthan Main Market,Common,1624,3624,1874,224,2624.0
2022-04-15,Rajasthan,Safflower,Rajasthan Main Market,Common,2474,2974,2724,574,2724.0
2022-05-15,Rajasthan,Safflower,Rajasthan Main Market,Common,1361,2361,1611,461,1861.0
2022-06-14,Rajasthan,Safflower,Rajasthan Main Market,Common,2162,2662,2412,262,2412.0
2022-07-14,Rajasthan,Safflower,Rajasthan Main Market,Common,1407,2407,1657,507,1907.0
2022-08-13,Rajasthan,Safflower,Rajasthan Main Market,Common,1179,3679,1429,279,2429.0
2022-09-12,Rajasthan,Safflower,Rajasthan Main Market,Common,2462,2462,2712,562,2462.0
2022-10-12,Rajasthan,Safflower,Rajasthan Main Market,Common,1077,3577,1327,177,2327.0
2022-11-11,Rajasthan,Safflower,Rajasthan Main Market,Common,1466,2466,1716,566,1966.0
2022-12-11,Rajasthan,Safflower,Rajasthan Main Market,Common,2110,2110,2360,210,2110.0
2023-01-10,Rajasthan,Safflower,Rajasthan Main Market,Common,1770,2270,2020,370,2020.0
2023-02-09,Rajasthan,Safflower,Rajasthan Main Market,Common,2495,1995,2745,595,2245.0
2023-03-11,Rajasthan,Safflower,Rajasthan Main Market,Common,1120,3620,1370,220,2370.0
2023-04-10,Rajasthan,Safflower,Rajasthan Main Market,Common,2860,2860,3110,460,2860.0
2023-05-10,Rajasthan,Safflower,Rajasthan Main Market,Common,1297,2297,1547,397,1797.0
2023-06-09,Rajasthan,Safflower,Rajasthan Main Market,Common,1066,2566,1316,166,1816.0
2023-07-09,Rajasthan,Safflower,Rajasthan Main Market,Common,2610,3110,2860,210,2860.0
2023-08-08,Rajasthan,Safflower,Rajasthan Main Market,Common,2344,3344,2594,444,2844.0
2023-09-07,Rajasthan,Safflower,Rajasthan Main Market,Common,1678,3678,1928,278,2678.0
2023-10-07,Rajasthan,Safflower,Rajasthan Main Market,Common,2188,3188,2438,288,2688.0
2023-11-06,Rajasthan,Safflower,Rajasthan Main Market,Common,2091,3091,2341,191,2591.0
2023-12-06,Rajasthan,Safflower,Rajasthan Main Market,Common,1803,1803,2053,403,1803.0
2024-01-05,Rajasthan,Safflower,Rajasthan Main Market,Common,2180,1680,2430,280,1930.0
2024-02-04,Rajasthan,Safflower,Rajasthan Main Market,Common,2494,1994,2744,594,2244.0
2024-03-05,Rajasthan,Safflower,Rajasthan Main Market,Common,2874,1874,3124,474,2374.0
2024-04-04,Rajasthan,Safflower,Rajasthan Main Market,Common,2958,3458,3208,558,3208.0
2024-05-04,Rajasthan,Safflower,Rajasthan Main Market,Common,2826,2826,3076,426,2826.0
2024-06-03,Rajasthan,Safflower,Rajasthan Main Market,Common,2184,3684,2434,284,2934.0
2024-07-03,Rajasthan,Safflower,Rajasthan Main Market,Common,1421,1921,1671,521,1671.0
2024-08-02,Rajasthan,Safflower,Rajasthan Main Market,Common,2953,1953,3203,553,2453.0
2024-09-01,Rajasthan,Safflower,Rajasthan Main Market,Common,2730,2230,2980,330,2480.0
2024-10-01,Rajasthan,Safflower,Rajasthan Main Market,Common,2320,3820,2570,420,3070.0
2019-01-01,Rajasthan,Sunflower,Rajasthan Main Market,Common,1537,3537,1787,137,2537.0
2019-01-31,Rajasthan,Sunflower,Rajasthan Main Market,Common,1777,3777,2027,377,2777.0
2019-03-02,Rajasthan,Sunflower,Rajasthan Main Market,Common,1833,2833,2083,433,2333.0
2019-04-01,Rajasthan,Sunflower,Rajasthan Main Market,Common,1218,3218,1468,318,2218.0
2019-05-01,Rajasthan,Sunflower,Rajasthan Main Market,Common,1994,3494,2244,594,2744.0
2019-05-31,Rajasthan,Sunflower,Rajasthan Main Market,Common,2727,2227,2977,327,2477.0
2019-06-30,Rajasthan,Sunflower,Rajasthan Main Market,Common,2075,2575,2325,175,2325.0
2019-07-30,Rajasthan,Sunflower,Rajasthan Main Market,Common,2102,3602,2352,202,2852.0
2019-08-29,Rajasthan,Sunflower,Rajasthan Main Market,Common,2486,1986,2736,586,2236.0
2019-09-28,Rajasthan,Sunflower,Rajasthan Main Market,Common,1052,1552,1302,152,1302.0
2019-10-28,Rajasthan,Sunflower,Rajasthan Main Market,Common,2759,2259,3009,359,2509.0
2019-11-27,Rajasthan,Sunflower,Rajasthan Main Market,Common,1493,3493,1743,593,2493.0
2019-12-27,Rajasthan,Sunflower,Rajasthan Main Market,Common,2991,3491,3241,591,3241.0
2020-01-26,Rajasthan,Sunflower,Rajasthan Main Market,Common,2987,3987,3237,587,3487.0
2020-02-25,Rajasthan,Sunflower,Rajasthan Main Market,Common,1851,2851,2101,451,2351.0
2020-03-26,Rajasthan,Sunflower,Rajasthan Main Market,Common,1445,1945,1695,545,1695.0
2020-04-25,Rajasthan,Sunflower,Rajasthan Main Market,Common,2573,3573,2823,173,3073.0
2020-05-25,Rajasthan,Sunflower,Rajasthan Main Market,Common,1337,2337,1587,437,1837.0
2020-06-24,Rajasthan,Sunflower,Rajasthan Main Market,Common,2058,3058,2308,158,2558.0
2020-07-24,Rajasthan,Sunflower,Rajasthan Main Market,Common,1441,3441,1691,541,2441.0
2020-08-23,Rajasthan,Sunflower,Rajasthan Main Market,Common,1202,2702,1452,302,1952.0
2020-09-22,Rajasthan,Sunflower,Rajasthan Main Market,Common,1826,2326,2076,426,2076.0
2020-10-22,Rajasthan,Sunflower,Rajasthan Main Market,Common,1461,3461,1711,561,2461.0
2020-11-21,Rajasthan,Sunflower,Rajasthan Main Market,Common,2605,3605,2855,205,3105.0
2020-12-21,Rajasthan,Sunflower,Rajasthan Main Market,Common,2559,3559,2809,159,3059.0
2021-01-20,Rajasthan,Sunflower,Rajasthan Main Market,Common,2331,3331,2581,431,2831.0
2021-02-19,Rajasthan,Sunflower,Rajasthan Main Market,Common,1060,2560,1310,160,1810.0
2021-03-21,Rajasthan,Sunflower,Rajasthan Main Market,Common,2098,3598,2348,198,2848.0
2021-04-20,Rajasthan,Sunflower,Rajasthan Main Market,Common,2067,2567,2317,167,2317.0
2021-05-20,Rajasthan,Sunflower,Rajasthan Main Market,Common,1039,3539,1289,139,2289.0
2021-06-19,Rajasthan,Sunflower,Rajasthan Main Market,Common,2931,2431,3181,531,2681.0
2021-07-19,Rajasthan,Sunflower,Rajasthan Main Market,Common,2581,3081,2831,181,2831.0
2021-08-18,Rajasthan,Sunflower,Rajasthan Main Market,Common,2825,1825,3075,425,2325.0
2021-09-17,Rajasthan,Sunflower,Rajasthan Main Market,Common,1129,2629,1379,229,1879.0
2021-10-17,Rajasthan,Sunflower,Rajasthan Main Market,Common,2714,2714,2964,314,2714.0
2021-11-16,Rajasthan,Sunflower,Rajasthan Main Market,Common,1439,2939,1689,539,2189.0
2021-12-16,Rajasthan,Sunflower,Rajasthan Main Market,Common,2570,2570,2820,170,2570.0
2022-01-15,Rajasthan,Sunflower,Rajasthan Main Market,Common,2067,3567,2317,167,2817.0
2022-02-14,Rajasthan,Sunflower,Rajasthan Main Market,Common,2874,3374,3124,474,3124.0
2022-03-16,Rajasthan,Sunflower,Rajasthan Main Market,Common,1931,1931,2181,531,1931.0
2022-04-15,Rajasthan,Sunflower,Rajasthan Main Market,Common,1895,1895,2145,495,1895.0
2022-05-15,Rajasthan,Sunflower,Rajasthan Main Market,Common,2927,2927,3177,527,2927.0
2022-06-14,Rajasthan,Sunflower,Rajasthan Main Market,Common,1250,3750,1500,350,2500.0
2022-07-14,Rajasthan,Sunflower,Rajasthan Main Market,Common,2437,3937,2687,537,3187.0
2022-08-13,Rajasthan,Sunflower,Rajasthan Main Market,Common,1209,3709,1459,309,2459.0
2022-09-12,Rajasthan,Sunflower,Rajasthan Main Market,Common,2424,3924,2674,524,3174.0
2022-10-12,Rajasthan,Sunflower,Rajasthan Main Market,Common,2776,3776,3026,376,3276.0
2022-11-11,Rajasthan,Sunflower,Rajasthan Main Market,Common,1690,2690,1940,290,2190.0
2022-12-11,Rajasthan,Sunflower,Rajasthan Main Market,Common,1007,2007,1257,107,1507.0
2023-01-10,Rajasthan,Sunflower,Rajasthan Main Market,Common,1316,3816,1566,416,2566.0
2023-02-09,Rajasthan,Sunflower,Rajasthan Main Market,Common,2852,3852,3102,452,3352.0
2023-03-11,Rajasthan,Sunflower,Rajasthan Main Market,Common,1866,2366,2116,466,2116.0
2023-04-10,Rajasthan,Sunflower,Rajasthan Main Market,Common,1822,2322,2072,422,2072.0
2023-05-10,Rajasthan,Sunflower,Rajasthan Main Market,Common,1506,3506,1756,106,2506.0
2023-06-09,Rajasthan,Sunflower,Rajasthan Main Market,Common,2566,3566,2816,166,3066.0
2023-07-09,Rajasthan,Sunflower,Rajasthan Main Market,Common,2647,2647,2897,247,2647.0
2023-08-08,Rajasthan,Sunflower,Rajasthan Main Market,Common,1483,3983,1733,583,2733.0
2023-09-07,Rajasthan,Sunflower,Rajasthan Main Market,Common,2476,3976,2726,576,3226.0
2023-10-07,Rajasthan,Sunflower,Rajasthan Main Market,Common,2536,3036,2786,136,2786.0
2023-11-06,Rajasthan,Sunflower,Rajasthan Main Market,Common,2804,1804,3054,404,2304.0
2023-12-06,Rajasthan,Sunflower,Rajasthan Main Market,Common,1030,3030,1280,130,2030.0
2024-01-05,Rajasthan,Sunflower,Rajasthan Main Market,Common,2846,1846,3096,446,2346.0
2024-02-04,Rajasthan,Sunflower,Rajasthan Main Market,Common,2147,1647,2397,247,1897.0
2024-03-05,Rajasthan,Sunflower,Rajasthan Main Market,Common,2362,3362,2612,462,2862.0
2024-04-04,Rajasthan,Sunflower,Rajasthan Main Market,Common,1464,1964,1714,564,1714.0
2024-05-04,Rajasthan,Sunflower,Rajasthan Main Market,Common,2146,3146,2396,246,2646.0
2024-06-03,Rajasthan,Sunflower,Rajasthan Main Market,Common,2328,3328,2578,428,2828.0
2024-07-03,Rajasthan,Sunflower,Rajasthan Main Market,Common,2089,3589,2339,189,2839.0
2024-08-02,Rajasthan,Sunflower,Rajasthan Main Market,Common,2667,2667,2917,267,2667.0
2024-09-01,Rajasthan,Sunflower,Rajasthan Main Market,Common,1374,1874,1624,474,1624.0
2024-10-01,Rajasthan,Sunflower,Rajasthan Main Market,Common,2441,2941,2691,541,2691.0
2019-01-01,Rajasthan,Soyabean,Rajasthan Main Market,Common,1611,2611,1861,211,2111.0
2019-01-31,Rajasthan,Soyabean,Rajasthan Main Market,Common,2355,2355,2605,455,2355.0
2019-03-02,Rajasthan,Soyabean,Rajasthan Main Market,Common,2686,1686,2936,286,2186.0
2019-04-01,Rajasthan,Soyabean,Rajasthan Main Market,Common,1977,1977,2227,577,1977.0
2019-05-01,Rajasthan,Soyabean,Rajasthan Main Market,Common,2216,3216,2466,316,2716.0
2019-05-31,Rajasthan,Soyabean,Rajasthan Main Market,Common,2842,2842,3092,442,2842.0
2019-06-30,Rajasthan,Soyabean,Rajasthan Main Market,Common,2951,2451,3201,551,2701.0
2019-07-30,Rajasthan,Soyabean,Rajasthan Main Market,Common,1127,2127,1377,227,1627.0
2019-08-29,Rajasthan,Soyabean,Rajasthan Main Market,Common,1819,2819,2069,419,2319.0
2019-09-28,Rajasthan,Soyabean,Rajasthan Main Market,Common,2386,3386,2636,486,2886.0
2019-10-28,Rajasthan,Soyabean,Rajasthan Main Market,Common,1077,1577,1327,177,1327.0
2019-11-27,Rajasthan,Soyabean,Rajasthan Main Market,Common,1932,2932,2182,532,2432.0
2019-12-27,Rajasthan,Soyabean,Rajasthan Main Market,Common,2104,3604,2354,204,2854.0
2020-01-26,Rajasthan,Soyabean,Rajasthan Main Market,Common,1992,1992,2242,592,1992.0
2020-02-25,Rajasthan,Soyabean,Rajasthan Main Market,Common,1106,3106,1356,206,2106.0
2020-03-26,Rajasthan,Soyabean,Rajasthan Main Market,Common,1317,2817,1567,417,2067.0
2020-04-25,Rajasthan,Soyabean,Rajasthan Main Market,Common,1778,3278,2028,378,2528.0
2020-05-25,Rajasthan,Soyabean,Rajasthan Main Market,Common,1505,2505,1755,105,2005.0
2020-06-24,Rajasthan,Soyabean,Rajasthan Main Market,Common,1067,1567,1317,167,1317.0
2020-07-24,Rajasthan,Soyabean,Rajasthan Main Market,Common,2239,1739,2489,339,1989.0
2020-08-23,Rajasthan,Soyabean,Rajasthan Main Market,Common,2941,2941,3191,541,2941.0
2020-09-22,Rajasthan,Soyabean,Rajasthan Main Market,Common,2193,3193,2443,293,2693.0
2020-10-22,Rajasthan,Soyabean,Rajasthan Main Market,Common,2145,2645,2395,245,2395.0
2020-11-21,Rajasthan,Soyabean,Rajasthan Main Market,Common,1195,2695,1445,295,1945.0
2020-12-21,Rajasthan,Soyabean,Rajasthan Main Market,Common,2849,2349,3099,449,2599.0
2021-01-20,Rajasthan,Soyabean,Rajasthan Main Market,Common,2880,1880,3130,480,2380.0
2021-02-19,Rajasthan,Soyabean,Rajasthan Main Market,Common,1657,3657,1907,257,2657.0
2021-03-21,Rajasthan,Soyabean,Rajasthan Main Market,Common,2480,2480,2730,580,2480.0
2021-04-20,Rajasthan,Soyabean,Rajasthan Main Market,Common,2591,2091,2841,191,2341.0
2021-05-20,Rajasthan,Soyabean,Rajasthan Main Market,Common,2177,1677,2427,277,1927.0
2021-06-19,Rajasthan,Soyabean,Rajasthan Main Market,Common,2795,2795,3045,395,2795.0
2021-07-19,Rajasthan,Soyabean,Rajasthan Main Market,Common,1479,3979,1729,579,2729.0
2021-08-18,Rajasthan,Soyabean,Rajasthan Main Market,Common,2316,2816,2566,416,2566.0
2021-09-17,Rajasthan,Soyabean,Rajasthan Main Market,Common,2199,2199,2449,299,2199.0
2021-10-17,Rajasthan,Soyabean,Rajasthan Main Market,Common,2711,2711,2961,311,2711.0
2021-11-16,Rajasthan,Soyabean,Rajasthan Main Market,Common,1064,2564,1314,164,1814.0
2021-12-16,Rajasthan,Soyabean,Rajasthan Main Market,Common,2713,3213,2963,313,2963.0
2022-01-15,Rajasthan,Soyabean,Rajasthan Main Market,Common,2582,2582,2832,182,2582.0
2022-02-14,Rajasthan,Soyabean,Rajasthan Main Market,Common,1286,3286,1536,386,2286.0
2022-03-16,Rajasthan,Soyabean,Rajasthan Main Market,Common,1641,1641,1891,241,1641.0
2022-04-15,Rajasthan,Soyabean,Rajasthan Main Market,Common,1632,1632,1882,232,1632.0
2022-05-15,Rajasthan,Soyabean,Rajasthan Main Market,Common,2298,3798,2548,398,3048.0
2022-06-14,Rajasthan,Soyabean,Rajasthan Main Market,Common,1261,1761,1511,361,1511.0
2022-07-14,Rajasthan,Soyabean,Rajasthan Main Market,Common,1511,3011,1761,111,2261.0
2022-08-13,Rajasthan,Soyabean,Rajasthan Main Market,Common,1751,3751,2001,351,2751.0
2022-09-12,Rajasthan,Soyabean,Rajasthan Main Market,Common,2752,2752,3002,352,2752.0
2022-10-12,Rajasthan,Soyabean,Rajasthan Main Market,Common,2582,1582,2832,182,2082.0
2022-11-11,Rajasthan,Soyabean,Rajasthan Main Market,Common,2895,2395,3145,495,2645.0
2022-12-11,Rajasthan,Soyabean,Rajasthan Main Market,Common,2610,2110,2860,210,2360.0
2023-01-10,Rajasthan,Soyabean,Rajasthan Main Market,Common,2305,3305,2555,405,2805.0
2023-02-09,Rajasthan,Soyabean,Rajasthan Main Market,Common,2844,2344,3094,444,2594.0
2023-03-11,Rajasthan,Soyabean,Rajasthan Main Market,Common,1130,1630,1380,230,1380.0
2023-04-10,Rajasthan,Soyabean,Rajasthan Main Market,Common,1840,2340,2090,440,2090.0
2023-05-10,Rajasthan,Soyabean,Rajasthan Main Market,Common,1868,2868,2118,468,2368.0
2023-06-09,Rajasthan,Soyabean,Rajasthan Main Market,Common,2732,2732,2982,332,2732.0
2023-07-09,Rajasthan,Soyabean,Rajasthan Main Market,Common,1452,2952,1702,552,2202.0
2023-08-08,Rajasthan,Soyabean,Rajasthan Main Market,Common,1697,3197,1947,297,2447.0
2023-09-07,Rajasthan,Soyabean,Rajasthan Main Market,Common,2775,3275,3025,375,3025.0
2023-10-07,Rajasthan,Soyabean,Rajasthan Main Market,Common,1356,1856,1606,456,1606.0
2023-11-06,Rajasthan,Soyabean,Rajasthan Main Market,Common,2821,2321,3071,421,2571.0
2023-12-06,Rajasthan,Soyabean,Rajasthan Main Market,Common,2872,2872,3122,472,2872.0
2024-01-05,Rajasthan,Soyabean,Rajasthan Main Market,Common,1692,1692,1942,292,1692.0
2024-02-04,Rajasthan,Soyabean,Rajasthan Main Market,Common,2665,3665,2915,265,3165.0
2024-03-05,Rajasthan,Soyabean,Rajasthan Main Market,Common,2870,3370,3120,470,3120.0
2024-04-04,Rajasthan,Soyabean,Rajasthan Main Market,Common,1807,3807,2057,407,2807.0
2024-05-04,Rajasthan,Soyabean,Rajasthan Main Market,Common,2427,2927,2677,527,2677.0
2024-06-03,Rajasthan,Soyabean,Rajasthan Main Market,Common,2064,2564,2314,164,2314.0
2024-07-03,Rajasthan,Soyabean,Rajasthan Main Market,Common,1406,3406,1656,506,2406.0
2024-08-02,Rajasthan,Soyabean,Rajasthan Main Market,Common,2927,1927,3177,527,2427.0
2024-09-01,Rajasthan,Soyabean,Rajasthan Main Market,Common,2714,3714,2964,314,3214.0
2024-10-01,Rajasthan,Soyabean,Rajasthan Main Market,Common,1349,3349,1599,449,2349.0
2019-01-01,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1873,2373,2123,473,2123.0
2019-01-31,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1554,2054,1804,154,1804.0
2019-03-02,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1396,1896,1646,496,1646.0
2019-04-01,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2872,2372,3122,472,2622.0
2019-05-01,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2601,2101,2851,201,2351.0
2019-05-31,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1900,3900,2150,500,2900.0
2019-06-30,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1828,2328,2078,428,2078.0
2019-07-30,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1330,2830,1580,430,2080.0
2019-08-29,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2106,2606,2356,206,2356.0
2019-09-28,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2357,2357,2607,457,2357.0
2019-10-28,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2279,3279,2529,379,2779.0
2019-11-27,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2407,3907,2657,507,3157.0
2019-12-27,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2442,2942,2692,542,2692.0
2020-01-26,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1655,3655,1905,255,2655.0
2020-02-25,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1869,3869,2119,469,2869.0
2020-03-26,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2419,3419,2669,519,2919.0
2020-04-25,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1566,2066,1816,166,1816.0
2020-05-25,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1448,2948,1698,548,2198.0
2020-06-24,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2289,2289,2539,389,2289.0
2020-07-24,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1847,3847,2097,447,2847.0
2020-08-23,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1938,1938,2188,538,1938.0
2020-09-22,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2215,1715,2465,315,1965.0
2020-10-22,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2376,2376,2626,476,2376.0
2020-11-21,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2280,2280,2530,380,2280.0
2020-12-21,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1371,3371,1621,471,2371.0
2021-01-20,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2280,2280,2530,380,2280.0
2021-02-19,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2418,2918,2668,518,2668.0
2021-03-21,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1741,1741,1991,341,1741.0
2021-04-20,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1037,2037,1287,137,1537.0
2021-05-20,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1860,3860,2110,460,2860.0
2021-06-19,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2316,3816,2566,416,3066.0
2021-07-19,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1897,1897,2147,497,1897.0
2021-08-18,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1560,3060,1810,160,2310.0
2021-09-17,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1697,2697,1947,297,2197.0
2021-10-17,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1574,2574,1824,174,2074.0
2021-11-16,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1160,1660,1410,260,1410.0
2021-12-16,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1306,2306,1556,406,1806.0
2022-01-15,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1748,1748,1998,348,1748.0
2022-02-14,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1147,3147,1397,247,2147.0
2022-03-16,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2162,3662,2412,262,2912.0
2022-04-15,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2835,2835,3085,435,2835.0
2022-05-15,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1195,3195,1445,295,2195.0
2022-06-14,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1025,2525,1275,125,1775.0
2022-07-14,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2540,2040,2790,140,2290.0
2022-08-13,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1269,1769,1519,369,1519.0
2022-09-12,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1443,1943,1693,543,1693.0
2022-10-12,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2111,3611,2361,211,2861.0
2022-11-11,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1654,2154,1904,254,1904.0
2022-12-11,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1873,1873,2123,473,1873.0
2023-01-10,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1519,3519,1769,119,2519.0
2023-02-09,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2178,2678,2428,278,2428.0
2023-03-11,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1413,3913,1663,513,2663.0
2023-04-10,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2167,2167,2417,267,2167.0
2023-05-10,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2864,2364,3114,464,2614.0
2023-06-09,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1088,1588,1338,188,1338.0
2023-07-09,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2642,1642,2892,242,2142.0
2023-08-08,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2779,1779,3029,379,2279.0
2023-09-07,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1136,2136,1386,236,1636.0
2023-10-07,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2454,3454,2704,554,2954.0
2023-11-06,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2037,2037,2287,137,2037.0
2023-12-06,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2711,1711,2961,311,2211.0
2024-01-05,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2665,2665,2915,265,2665.0
2024-02-04,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,1988,2488,2238,588,2238.0
2024-03-05,Rajasthan,Rapeseed & Mustard,Rajasthan Main Market,Common,2365,1865,2615,465,2115.0
