date,state,market_name,commodity,variety,arrivals_tonnes,traded_tonnes,min_price,max_price,modal_price
2024-05-25,Madhya Pradesh,Indore,Soybean,FAQ,241,181,1591,2391,2591
2024-06-01,Madhya Pradesh,Indore,Soybean,FAQ,140,80,2090,2890,1890
2024-06-08,Madhya Pradesh,Indore,Soybean,FAQ,159,99,2409,2709,2509
2024-06-15,Madhya Pradesh,Indore,Soybean,FAQ,191,181,1741,2541,2741
2024-06-22,Madhya Pradesh,Indore,Soybean,FAQ,153,93,1203,2503,3103
2024-06-29,Madhya Pradesh,Indore,Soybean,FAQ,94,134,1544,1844,1644
2024-07-06,Madhya Pradesh,Indore,Soybean,FAQ,193,83,1343,2143,2943
2024-07-13,Madhya Pradesh,Indore,Soybean,FAQ,92,182,2042,2842,1842
2024-07-20,Madhya Pradesh,Indore,Soybean,FAQ,248,188,2498,3798,2598
2024-07-27,Madhya Pradesh,Indore,Soybean,FAQ,157,97,2107,2907,3107
2024-08-03,Madhya Pradesh,Indore,Soybean,FAQ,233,173,2183,2983,1983
2024-08-10,Madhya Pradesh,Indore,Soybean,FAQ,72,162,2322,2622,2422
2024-08-17,Madhya Pradesh,Indore,Soybean,FAQ,203,43,2353,2153,1553
2024-08-24,Madhya Pradesh,Indore,Soybean,FAQ,111,51,1761,3061,1861
2024-08-31,Madhya Pradesh,Indore,Soybean,FAQ,169,59,1319,3119,2319
2024-09-07,Madhya Pradesh,Indore,Soybean,FAQ,158,148,2308,3108,2708
2024-09-14,Madhya Pradesh,Indore,Soybean,FAQ,181,121,2131,2931,1931
2024-09-21,Madhya Pradesh,Indore,Soybean,FAQ,106,46,1756,3056,1856
2024-09-28,Madhya Pradesh,Indore,Soybean,FAQ,66,106,1516,2816,2216
2022-01-01,Madhya Pradesh,Indore,Maize,FAQ,122,62,2072,1872,2472
2022-01-08,Madhya Pradesh,Indore,Maize,FAQ,154,144,2304,3104,2104
2022-01-15,Madhya Pradesh,Indore,Maize,FAQ,180,170,1130,1930,1530
2022-01-22,Madhya Pradesh,Indore,Maize,FAQ,239,79,2089,3389,2189
2022-01-29,Madhya Pradesh,Indore,Maize,FAQ,196,186,1446,2746,1546
2022-02-05,Madhya Pradesh,Indore,Maize,FAQ,162,102,1212,3512,2512
2022-02-12,Madhya Pradesh,Indore,Maize,FAQ,70,160,2020,1820,1820
2022-02-19,Madhya Pradesh,Indore,Maize,FAQ,88,128,1238,2038,2838
2022-02-26,Madhya Pradesh,Indore,Maize,FAQ,90,80,1940,2240,2040
2022-03-05,Madhya Pradesh,Indore,Maize,FAQ,58,98,2108,3408,1608
2022-03-12,Madhya Pradesh,Indore,Maize,FAQ,217,157,2467,3767,3167
2022-03-19,Madhya Pradesh,Indore,Maize,FAQ,52,92,1502,1802,2202
2022-03-26,Madhya Pradesh,Indore,Maize,FAQ,216,56,2366,2166,1566
2022-04-02,Madhya Pradesh,Indore,Maize,FAQ,204,44,2054,3354,2754
2022-04-09,Madhya Pradesh,Indore,Maize,FAQ,138,128,1088,2888,2088
2022-04-16,Madhya Pradesh,Indore,Maize,FAQ,185,175,2035,3335,2135
2022-04-23,Madhya Pradesh,Indore,Maize,FAQ,170,160,2020,2320,2720
2022-04-30,Madhya Pradesh,Indore,Maize,FAQ,244,84,1194,2994,2194
2022-05-07,Madhya Pradesh,Indore,Maize,FAQ,54,144,2304,3604,2404
2022-05-14,Madhya Pradesh,Indore,Maize,FAQ,94,184,2044,2844,2444
2022-05-21,Madhya Pradesh,Indore,Maize,FAQ,136,176,1886,3686,2886
2022-05-28,Madhya Pradesh,Indore,Maize,FAQ,73,63,1923,2223,1423
2022-06-04,Madhya Pradesh,Indore,Maize,FAQ,133,173,2183,3483,1683
2022-06-11,Madhya Pradesh,Indore,Maize,FAQ,79,169,1129,3429,2429
2022-06-18,Madhya Pradesh,Indore,Maize,FAQ,132,72,1782,2082,1882
2022-06-25,Madhya Pradesh,Indore,Maize,FAQ,52,92,1202,3002,2802
2022-07-02,Madhya Pradesh,Indore,Maize,FAQ,166,56,1616,1916,2916
2022-07-09,Madhya Pradesh,Indore,Maize,FAQ,77,117,2127,3427,1627
2022-07-16,Madhya Pradesh,Indore,Maize,FAQ,196,86,2246,2546,2946
2022-07-23,Madhya Pradesh,Indore,Maize,FAQ,74,164,1424,3224,3024
2022-07-30,Madhya Pradesh,Indore,Maize,FAQ,88,178,2038,2838,2438
2022-08-06,Madhya Pradesh,Indore,Maize,FAQ,115,155,1565,2865,1665
2022-08-13,Madhya Pradesh,Indore,Maize,FAQ,52,92,1502,1802,2802
2022-08-20,Madhya Pradesh,Indore,Maize,FAQ,91,181,1141,3441,2441
2022-08-27,Madhya Pradesh,Indore,Maize,FAQ,163,53,1913,2713,2913
2022-09-03,Madhya Pradesh,Indore,Maize,FAQ,200,140,1850,3150,3150
2022-09-10,Madhya Pradesh,Indore,Maize,FAQ,171,161,2321,2121,2121
2022-09-17,Madhya Pradesh,Indore,Maize,FAQ,106,96,1356,3656,1456
2022-09-24,Madhya Pradesh,Indore,Maize,FAQ,88,128,1238,3038,2238
2022-10-01,Madhya Pradesh,Indore,Maize,FAQ,169,59,1019,2319,1719
2022-10-08,Madhya Pradesh,Indore,Maize,FAQ,238,178,1888,3188,1988
2022-10-15,Madhya Pradesh,Indore,Maize,FAQ,66,106,2416,3216,2216
2022-10-22,Madhya Pradesh,Indore,Maize,FAQ,195,85,1645,1945,1745
2022-10-29,Madhya Pradesh,Indore,Maize,FAQ,140,130,1090,2890,2090
2022-11-05,Madhya Pradesh,Indore,Maize,FAQ,221,111,1371,2171,2371
2022-11-12,Madhya Pradesh,Indore,Maize,FAQ,121,111,2271,3071,1471
2022-11-19,Madhya Pradesh,Indore,Maize,FAQ,174,64,2224,3524,2924
2022-11-26,Madhya Pradesh,Indore,Maize,FAQ,208,148,1558,2358,2558
2022-12-03,Madhya Pradesh,Indore,Maize,FAQ,218,58,1468,3768,2168
2022-12-10,Madhya Pradesh,Indore,Maize,FAQ,144,134,1994,3294,2094
2022-12-17,Madhya Pradesh,Indore,Maize,FAQ,110,100,1060,1860,2060
2022-12-24,Madhya Pradesh,Indore,Maize,FAQ,130,120,1380,3680,1480
2022-12-31,Madhya Pradesh,Indore,Maize,FAQ,194,184,2044,3344,2744
2023-01-07,Madhya Pradesh,Indore,Maize,FAQ,165,155,1415,3715,1515
2023-01-14,Madhya Pradesh,Indore,Maize,FAQ,212,52,1462,2762,1562
2023-01-21,Madhya Pradesh,Indore,Maize,FAQ,214,54,1464,3764,1564
2023-01-28,Madhya Pradesh,Indore,Maize,FAQ,111,51,2361,3661,1861
2023-02-04,Madhya Pradesh,Indore,Maize,FAQ,229,119,1679,1979,2979
2023-02-11,Madhya Pradesh,Indore,Maize,FAQ,170,110,1520,3320,2520
2023-02-18,Madhya Pradesh,Indore,Maize,FAQ,134,174,1884,3684,1684
2023-02-25,Madhya Pradesh,Indore,Maize,FAQ,213,53,1763,2563,2763
2023-03-04,Madhya Pradesh,Indore,Maize,FAQ,200,140,2450,2750,1950
2023-03-11,Madhya Pradesh,Indore,Maize,FAQ,195,135,2445,2745,2545
2023-03-18,Madhya Pradesh,Indore,Maize,FAQ,163,53,1313,3113,1713
2023-03-25,Madhya Pradesh,Indore,Maize,FAQ,185,75,1335,3135,2335
2023-04-01,Madhya Pradesh,Indore,Maize,FAQ,94,184,1444,2244,3044
2023-04-08,Madhya Pradesh,Indore,Maize,FAQ,175,65,1325,3125,2325
2023-04-15,Madhya Pradesh,Indore,Maize,FAQ,173,63,1923,2723,2923
2023-04-22,Madhya Pradesh,Indore,Maize,FAQ,141,131,1391,2691,2091
2023-04-29,Madhya Pradesh,Indore,Maize,FAQ,191,131,2441,2741,1941
2023-05-06,Madhya Pradesh,Indore,Maize,FAQ,120,160,2170,3470,2870
2023-05-13,Madhya Pradesh,Indore,Maize,FAQ,111,51,2061,1861,2461
2023-05-20,Madhya Pradesh,Indore,Maize,FAQ,132,72,1182,3482,3082
2023-05-27,Madhya Pradesh,Indore,Maize,FAQ,149,89,2099,1899,3099
2023-06-03,Madhya Pradesh,Indore,Maize,FAQ,126,166,2176,3476,1676
2023-06-10,Madhya Pradesh,Indore,Maize,FAQ,156,146,1106,2906,2106
2023-06-17,Madhya Pradesh,Indore,Maize,FAQ,128,68,1478,3278,2478
2023-06-24,Madhya Pradesh,Indore,Maize,FAQ,66,106,1216,2016,2816
2023-07-01,Madhya Pradesh,Indore,Maize,FAQ,107,97,1357,3657,2057
2023-07-08,Madhya Pradesh,Indore,Maize,FAQ,115,155,2165,2465,2265
2023-07-15,Madhya Pradesh,Indore,Maize,FAQ,244,84,2094,3394,1594
2023-07-22,Madhya Pradesh,Indore,Maize,FAQ,124,164,2474,3274,1674
2023-07-29,Madhya Pradesh,Indore,Maize,FAQ,66,106,1516,2816,2816
2023-08-05,Madhya Pradesh,Indore,Maize,FAQ,151,141,1701,2501,2101
2023-08-12,Madhya Pradesh,Indore,Maize,FAQ,139,179,1589,1889,2889
2023-08-19,Madhya Pradesh,Indore,Maize,FAQ,235,75,2385,3185,2785
2023-08-26,Madhya Pradesh,Indore,Maize,FAQ,171,61,1921,2721,1721
2023-09-02,Madhya Pradesh,Indore,Maize,FAQ,159,49,1309,3109,2309
2023-09-09,Madhya Pradesh,Indore,Maize,FAQ,166,156,1116,2916,2716
2023-09-16,Madhya Pradesh,Indore,Maize,FAQ,229,119,1379,2179,2379
2023-09-23,Madhya Pradesh,Indore,Maize,FAQ,207,97,2257,2557,1757
2023-09-30,Madhya Pradesh,Indore,Maize,FAQ,117,107,1967,3267,1467
2023-10-07,Madhya Pradesh,Indore,Maize,FAQ,63,53,1313,2613,1413
2023-10-14,Madhya Pradesh,Indore,Maize,FAQ,160,50,2210,3510,2310
2023-10-21,Madhya Pradesh,Indore,Maize,FAQ,208,148,2458,3758,2558
2023-10-28,Madhya Pradesh,Indore,Maize,FAQ,96,186,1446,3246,1846
2023-11-04,Madhya Pradesh,Indore,Maize,FAQ,70,60,1320,2620,2620
2023-11-11,Madhya Pradesh,Indore,Maize,FAQ,201,141,2451,2751,1951
2023-11-18,Madhya Pradesh,Indore,Maize,FAQ,117,57,1467,2267,1867
2023-11-25,Madhya Pradesh,Indore,Maize,FAQ,232,122,1682,1982,1782
2023-12-02,Madhya Pradesh,Indore,Maize,FAQ,132,122,1082,2882,2682
2023-12-09,Madhya Pradesh,Indore,Maize,FAQ,117,107,1967,3267,1467
2023-12-16,Madhya Pradesh,Indore,Maize,FAQ,112,52,1762,2062,3062
2023-12-23,Madhya Pradesh,Indore,Maize,FAQ,129,69,2079,2879,1879
2023-12-30,Madhya Pradesh,Indore,Maize,FAQ,66,106,1816,3616,2816
2024-01-06,Madhya Pradesh,Indore,Maize,FAQ,175,65,2225,3525,1725
2024-01-13,Madhya Pradesh,Indore,Maize,FAQ,179,169,2329,2129,1529
2024-01-20,Madhya Pradesh,Indore,Maize,FAQ,182,172,1432,3732,1532
2024-01-27,Madhya Pradesh,Indore,Maize,FAQ,224,64,1174,2974,2174
2024-02-03,Madhya Pradesh,Indore,Maize,FAQ,214,154,1264,2564,1964
2024-02-10,Madhya Pradesh,Indore,Maize,FAQ,240,80,2390,2190,1590
2024-02-17,Madhya Pradesh,Indore,Maize,FAQ,91,181,2041,1841,3041
2024-02-24,Madhya Pradesh,Indore,Maize,FAQ,129,119,1979,3279,2079
2024-03-02,Madhya Pradesh,Indore,Maize,FAQ,165,55,1915,3715,2315
2024-03-09,Madhya Pradesh,Indore,Maize,FAQ,59,149,1109,3409,2409
2024-03-16,Madhya Pradesh,Indore,Maize,FAQ,56,96,2406,3206,2206
2024-03-23,Madhya Pradesh,Indore,Maize,FAQ,172,162,2022,2322,2722
2024-03-30,Madhya Pradesh,Indore,Maize,FAQ,192,82,2242,3542,2942
2024-04-06,Madhya Pradesh,Indore,Maize,FAQ,157,97,1207,3507,1907
2024-04-13,Madhya Pradesh,Indore,Maize,FAQ,77,167,1127,3427,1827
2024-04-20,Madhya Pradesh,Indore,Maize,FAQ,67,57,1617,3417,2017
2024-04-27,Madhya Pradesh,Indore,Maize,FAQ,143,133,1693,3493,2693
2024-05-04,Madhya Pradesh,Indore,Maize,FAQ,198,188,1748,2548,2148
2024-05-11,Madhya Pradesh,Indore,Maize,FAQ,231,121,1381,3181,1781
2024-05-18,Madhya Pradesh,Indore,Maize,FAQ,197,87,1647,1947,2947
2024-05-25,Madhya Pradesh,Indore,Maize,FAQ,219,59,1169,2969,2169
2024-06-01,Madhya Pradesh,Indore,Maize,FAQ,99,139,2149,3449,1649
2024-06-08,Madhya Pradesh,Indore,Maize,FAQ,59,49,1609,3409,2009
2024-06-15,Madhya Pradesh,Indore,Maize,FAQ,125,115,1675,3475,2075
2024-06-22,Madhya Pradesh,Indore,Maize,FAQ,203,43,1753,3553,2753
2024-06-29,Madhya Pradesh,Indore,Maize,FAQ,118,158,2168,2468,1668
2024-07-06,Madhya Pradesh,Indore,Maize,FAQ,55,45,1605,2405,2005
2024-07-13,Madhya Pradesh,Indore,Maize,FAQ,110,50,1160,3460,1860
2024-07-20,Madhya Pradesh,Indore,Maize,FAQ,191,81,2241,3541,2941
2024-07-27,Madhya Pradesh,Indore,Maize,FAQ,132,172,1882,2682,2282
2024-08-03,Madhya Pradesh,Indore,Maize,FAQ,106,146,1256,2056,1656
2024-08-10,Madhya Pradesh,Indore,Maize,FAQ,161,51,2211,2511,1711
2024-08-17,Madhya Pradesh,Indore,Maize,FAQ,123,113,1373,3673,2673
2024-08-24,Madhya Pradesh,Indore,Maize,FAQ,246,86,2096,2396,1596
2024-08-31,Madhya Pradesh,Indore,Maize,FAQ,180,170,2330,2130,2730
2024-09-07,Madhya Pradesh,Indore,Maize,FAQ,232,72,1482,3782,1582
2024-09-14,Madhya Pradesh,Indore,Maize,FAQ,231,171,1581,3381,1981
2024-09-21,Madhya Pradesh,Indore,Maize,FAQ,212,152,1862,2162,3162
2024-09-28,Madhya Pradesh,Indore,Maize,FAQ,63,103,1813,2613,2213
2022-01-01,Uttar Pradesh,Lucknow,Rice,FAQ,148,138,1098,1898,2098
2022-01-08,Uttar Pradesh,Lucknow,Rice,FAQ,127,67,1777,3077,3077
2022-01-15,Uttar Pradesh,Lucknow,Rice,FAQ,214,104,2264,2564,2364
2022-01-22,Uttar Pradesh,Lucknow,Rice,FAQ,151,141,1701,2501,2701
2022-01-29,Uttar Pradesh,Lucknow,Rice,FAQ,129,119,1379,2679,2079
2022-02-05,Uttar Pradesh,Lucknow,Rice,FAQ,183,123,1233,2533,1933
2022-02-12,Uttar Pradesh,Lucknow,Rice,FAQ,58,148,2008,1808,3008
2022-02-19,Uttar Pradesh,Lucknow,Rice,FAQ,132,72,2082,2882,2482
2022-02-26,Uttar Pradesh,Lucknow,Rice,FAQ,100,90,1950,2250,1450
2022-03-05,Uttar Pradesh,Lucknow,Rice,FAQ,163,103,1513,3313,1913
2022-03-12,Uttar Pradesh,Lucknow,Rice,FAQ,188,178,1438,2738,2138
2022-03-19,Uttar Pradesh,Lucknow,Rice,FAQ,59,99,1509,2809,2209
2022-03-26,Uttar Pradesh,Lucknow,Rice,FAQ,180,170,1730,2530,2130
2022-04-02,Uttar Pradesh,Lucknow,Rice,FAQ,61,51,1011,2811,2611
2022-04-09,Uttar Pradesh,Lucknow,Rice,FAQ,201,91,1651,1951,2351
2022-04-16,Uttar Pradesh,Lucknow,Rice,FAQ,102,92,1652,3452,2652
2022-04-23,Uttar Pradesh,Lucknow,Rice,FAQ,210,50,1460,2760,2760
2022-04-30,Uttar Pradesh,Lucknow,Rice,FAQ,213,53,1463,2763,2163
2022-05-07,Uttar Pradesh,Lucknow,Rice,FAQ,214,154,1264,2564,2564
2022-05-14,Uttar Pradesh,Lucknow,Rice,FAQ,232,172,1282,2582,1982
2022-05-21,Uttar Pradesh,Lucknow,Rice,FAQ,84,174,2034,1834,1834
2022-05-28,Uttar Pradesh,Lucknow,Rice,FAQ,56,46,1606,3406,2006
2022-06-04,Uttar Pradesh,Lucknow,Rice,FAQ,104,94,1054,1854,1454
2022-06-11,Uttar Pradesh,Lucknow,Rice,FAQ,197,137,2147,1947,3147
2022-06-18,Uttar Pradesh,Lucknow,Rice,FAQ,195,135,1245,3545,2545
2022-06-25,Uttar Pradesh,Lucknow,Rice,FAQ,185,175,1135,1935,2135
2022-07-02,Uttar Pradesh,Lucknow,Rice,FAQ,82,172,1432,3232,3032
2022-07-09,Uttar Pradesh,Lucknow,Rice,FAQ,119,159,1569,2869,1669
2022-07-16,Uttar Pradesh,Lucknow,Rice,FAQ,53,43,1903,3203,2003
2022-07-23,Uttar Pradesh,Lucknow,Rice,FAQ,214,104,2264,3564,2964
2022-07-30,Uttar Pradesh,Lucknow,Rice,FAQ,166,156,1716,3516,2716
2022-08-06,Uttar Pradesh,Lucknow,Rice,FAQ,117,57,2367,3667,2467
2022-08-13,Uttar Pradesh,Lucknow,Rice,FAQ,153,43,2203,2503,1703
2022-08-20,Uttar Pradesh,Lucknow,Rice,FAQ,105,45,1155,3455,1855
2022-08-27,Uttar Pradesh,Lucknow,Rice,FAQ,104,44,2054,2854,3054
2022-09-03,Uttar Pradesh,Lucknow,Rice,FAQ,88,78,2238,3038,2038
2022-09-10,Uttar Pradesh,Lucknow,Rice,FAQ,94,84,1644,2444,2644
2022-09-17,Uttar Pradesh,Lucknow,Rice,FAQ,123,113,1973,2273,1473
2022-09-24,Uttar Pradesh,Lucknow,Rice,FAQ,78,168,1428,2228,1828
2022-10-01,Uttar Pradesh,Lucknow,Rice,FAQ,60,150,1710,3010,3010
2022-10-08,Uttar Pradesh,Lucknow,Rice,FAQ,91,181,2041,1841,3041
2022-10-15,Uttar Pradesh,Lucknow,Rice,FAQ,183,173,2033,2333,2133
2022-10-22,Uttar Pradesh,Lucknow,Rice,FAQ,234,124,1684,1984,1784
2022-10-29,Uttar Pradesh,Lucknow,Rice,FAQ,249,89,1199,2999,1599
2022-11-05,Uttar Pradesh,Lucknow,Rice,FAQ,69,59,1619,2419,1419
2022-11-12,Uttar Pradesh,Lucknow,Rice,FAQ,245,185,1595,2395,1995
2022-11-19,Uttar Pradesh,Lucknow,Rice,FAQ,190,80,1040,3340,2340
2022-11-26,Uttar Pradesh,Lucknow,Rice,FAQ,217,157,2167,2967,2567
2022-12-03,Uttar Pradesh,Lucknow,Rice,FAQ,125,115,1675,2475,2675
2022-12-10,Uttar Pradesh,Lucknow,Rice,FAQ,68,58,1018,2818,2618
2022-12-17,Uttar Pradesh,Lucknow,Rice,FAQ,226,66,1476,2776,2176
2022-12-24,Uttar Pradesh,Lucknow,Rice,FAQ,239,179,1289,2589,1989
2022-12-31,Uttar Pradesh,Lucknow,Rice,FAQ,173,113,1523,2323,2523
2023-01-07,Uttar Pradesh,Lucknow,Rice,FAQ,228,168,2178,1978,1978
2023-01-14,Uttar Pradesh,Lucknow,Rice,FAQ,95,185,2345,3645,2445
2023-01-21,Uttar Pradesh,Lucknow,Rice,FAQ,137,177,2187,3487,2287
2023-01-28,Uttar Pradesh,Lucknow,Rice,FAQ,191,81,1641,1941,2941
2023-02-04,Uttar Pradesh,Lucknow,Rice,FAQ,77,167,1127,3427,1827
2023-02-11,Uttar Pradesh,Lucknow,Rice,FAQ,147,87,2097,1897,3097
2023-02-18,Uttar Pradesh,Lucknow,Rice,FAQ,64,154,1114,2414,2414
2023-02-25,Uttar Pradesh,Lucknow,Rice,FAQ,175,165,1725,3525,1525
2023-03-04,Uttar Pradesh,Lucknow,Rice,FAQ,159,149,1109,1909,2109
2023-03-11,Uttar Pradesh,Lucknow,Rice,FAQ,123,63,2373,3673,1873
2023-03-18,Uttar Pradesh,Lucknow,Rice,FAQ,237,177,1587,3387,3187
2023-03-25,Uttar Pradesh,Lucknow,Rice,FAQ,214,154,1864,2164,1964
2023-04-01,Uttar Pradesh,Lucknow,Rice,FAQ,133,173,2183,3483,2283
2023-04-08,Uttar Pradesh,Lucknow,Rice,FAQ,213,153,1863,2163,1963
2023-04-15,Uttar Pradesh,Lucknow,Rice,FAQ,201,141,2151,2951,1951
2023-04-22,Uttar Pradesh,Lucknow,Rice,FAQ,223,63,1473,2773,2173
2023-04-29,Uttar Pradesh,Lucknow,Rice,FAQ,65,105,2415,3215,2215
2023-05-06,Uttar Pradesh,Lucknow,Rice,FAQ,225,65,1775,2575,2175
2023-05-13,Uttar Pradesh,Lucknow,Rice,FAQ,207,147,2457,3757,3157
2023-05-20,Uttar Pradesh,Lucknow,Rice,FAQ,206,146,2456,2756,2556
2023-05-27,Uttar Pradesh,Lucknow,Rice,FAQ,186,176,2036,3336,2736
2023-06-03,Uttar Pradesh,Lucknow,Rice,FAQ,144,84,1194,3494,1894
2023-06-10,Uttar Pradesh,Lucknow,Rice,FAQ,224,114,2274,2574,1774
2023-06-17,Uttar Pradesh,Lucknow,Rice,FAQ,200,90,1950,2750,1750
2023-06-24,Uttar Pradesh,Lucknow,Rice,FAQ,156,46,1306,2106,2906
2023-07-01,Uttar Pradesh,Lucknow,Rice,FAQ,95,185,1145,3445,2445
2023-07-08,Uttar Pradesh,Lucknow,Rice,FAQ,54,144,1704,2004,1804
2023-07-15,Uttar Pradesh,Lucknow,Rice,FAQ,228,118,1978,2778,1778
2023-07-22,Uttar Pradesh,Lucknow,Rice,FAQ,210,50,1760,2560,1560
2023-07-29,Uttar Pradesh,Lucknow,Rice,FAQ,114,54,2364,3664,2464
2023-08-05,Uttar Pradesh,Lucknow,Rice,FAQ,227,167,1877,3177,2577
2023-08-12,Uttar Pradesh,Lucknow,Rice,FAQ,59,49,1609,2409,2009
2023-08-19,Uttar Pradesh,Lucknow,Rice,FAQ,214,154,2464,2764,3164
2023-08-26,Uttar Pradesh,Lucknow,Rice,FAQ,64,154,2014,2814,2414
2023-09-02,Uttar Pradesh,Lucknow,Rice,FAQ,236,176,2186,2986,3186
2023-09-09,Uttar Pradesh,Lucknow,Rice,FAQ,79,169,2329,3629,3029
2023-09-16,Uttar Pradesh,Lucknow,Rice,FAQ,123,63,1773,2073,1873
2023-09-23,Uttar Pradesh,Lucknow,Rice,FAQ,106,146,1256,2056,2256
2023-09-30,Uttar Pradesh,Lucknow,Rice,FAQ,193,83,1643,2943,2343
2023-10-07,Uttar Pradesh,Lucknow,Rice,FAQ,208,98,1658,2958,1758
2023-10-14,Uttar Pradesh,Lucknow,Rice,FAQ,126,66,1176,3476,1876
2023-10-21,Uttar Pradesh,Lucknow,Rice,FAQ,127,117,1077,1877,1477
2023-10-28,Uttar Pradesh,Lucknow,Rice,FAQ,232,72,2382,3182,2182
2023-11-04,Uttar Pradesh,Lucknow,Rice,FAQ,168,158,1718,3518,1518
2023-11-11,Uttar Pradesh,Lucknow,Rice,FAQ,215,55,2365,2165,1565
2023-11-18,Uttar Pradesh,Lucknow,Rice,FAQ,197,87,1947,3747,2347
2023-11-25,Uttar Pradesh,Lucknow,Rice,FAQ,111,151,2161,3461,1661
2023-12-02,Uttar Pradesh,Lucknow,Rice,FAQ,147,137,1097,1897,2097
2023-12-09,Uttar Pradesh,Lucknow,Rice,FAQ,188,178,1438,3738,2138
2023-12-16,Uttar Pradesh,Lucknow,Rice,FAQ,125,115,1375,3675,1475
2023-12-23,Uttar Pradesh,Lucknow,Rice,FAQ,171,111,1221,3521,3121
2023-12-30,Uttar Pradesh,Lucknow,Rice,FAQ,179,119,1529,3329,1929
2024-01-06,Uttar Pradesh,Lucknow,Rice,FAQ,164,104,2414,2714,2514
2024-01-13,Uttar Pradesh,Lucknow,Rice,FAQ,156,96,1506,2306,1906
2024-01-20,Uttar Pradesh,Lucknow,Rice,FAQ,123,63,1173,3473,3073
2024-01-27,Uttar Pradesh,Lucknow,Rice,FAQ,214,54,2364,3164,2164
2024-02-03,Uttar Pradesh,Lucknow,Rice,FAQ,212,102,1662,1962,2962
2024-02-10,Uttar Pradesh,Lucknow,Rice,FAQ,82,72,1932,2232,2632
2024-02-17,Uttar Pradesh,Lucknow,Rice,FAQ,180,170,1130,1930,2130
2024-02-24,Uttar Pradesh,Lucknow,Rice,FAQ,216,106,1366,3166,1766
2024-03-02,Uttar Pradesh,Lucknow,Rice,FAQ,185,75,1935,3735,1735
2024-03-09,Uttar Pradesh,Lucknow,Rice,FAQ,86,176,2036,2836,3036
2024-03-16,Uttar Pradesh,Lucknow,Rice,FAQ,153,93,2403,2703,3103
2024-03-23,Uttar Pradesh,Lucknow,Rice,FAQ,82,172,1132,3432,1832
2024-03-30,Uttar Pradesh,Lucknow,Rice,FAQ,212,102,1662,2962,1762
2024-04-06,Uttar Pradesh,Lucknow,Rice,FAQ,134,124,1684,2484,2684
2024-04-13,Uttar Pradesh,Lucknow,Rice,FAQ,185,175,2035,3335,2735
2024-04-20,Uttar Pradesh,Lucknow,Rice,FAQ,216,106,1966,3766,1766
2024-04-27,Uttar Pradesh,Lucknow,Rice,FAQ,117,57,2367,3667,1867
2024-05-04,Uttar Pradesh,Lucknow,Rice,FAQ,225,115,1975,2775,1775
2024-05-11,Uttar Pradesh,Lucknow,Rice,FAQ,185,175,1135,1935,2135
2024-05-18,Uttar Pradesh,Lucknow,Rice,FAQ,145,85,1195,3495,3095
2024-05-25,Uttar Pradesh,Lucknow,Rice,FAQ,149,139,1699,2499,2099
2024-06-01,Uttar Pradesh,Lucknow,Rice,FAQ,141,81,2391,2691,1891
2024-06-08,Uttar Pradesh,Lucknow,Rice,FAQ,90,80,1040,1840,2640
2024-06-15,Uttar Pradesh,Lucknow,Rice,FAQ,184,74,1934,3734,2334
2024-06-22,Uttar Pradesh,Lucknow,Rice,FAQ,178,118,1528,3328,3128
2024-06-29,Uttar Pradesh,Lucknow,Rice,FAQ,66,56,2216,3016,2616
2024-07-06,Uttar Pradesh,Lucknow,Rice,FAQ,54,44,1304,3604,2604
2024-07-13,Uttar Pradesh,Lucknow,Rice,FAQ,57,147,1707,3007,1807
2024-07-20,Uttar Pradesh,Lucknow,Rice,FAQ,177,167,1727,2527,1527
2024-07-27,Uttar Pradesh,Lucknow,Rice,FAQ,177,67,1327,3127,2327
2024-08-03,Uttar Pradesh,Lucknow,Rice,FAQ,147,137,1997,3297,1497
2024-08-10,Uttar Pradesh,Lucknow,Rice,FAQ,228,118,2278,3578,1778
2024-08-17,Uttar Pradesh,Lucknow,Rice,FAQ,111,101,1061,2861,1461
2024-08-24,Uttar Pradesh,Lucknow,Rice,FAQ,200,90,2250,3550,1750
2024-08-31,Uttar Pradesh,Lucknow,Rice,FAQ,196,136,1846,2146,3146
2024-09-07,Uttar Pradesh,Lucknow,Rice,FAQ,214,54,2364,2164,2164
2024-09-14,Uttar Pradesh,Lucknow,Rice,FAQ,249,139,2299,3599,2399
2024-09-21,Uttar Pradesh,Lucknow,Rice,FAQ,153,143,1103,2903,1503
2024-09-28,Uttar Pradesh,Lucknow,Rice,FAQ,184,124,2134,2934,2534
2022-01-01,Uttar Pradesh,Lucknow,Wheat,FAQ,79,169,2029,2829,2429
2022-01-08,Uttar Pradesh,Lucknow,Wheat,FAQ,185,125,1535,3335,2535
2022-01-15,Uttar Pradesh,Lucknow,Wheat,FAQ,153,43,1903,2703,2903
2022-01-22,Uttar Pradesh,Lucknow,Wheat,FAQ,179,119,2429,2729,3129
2022-01-29,Uttar Pradesh,Lucknow,Wheat,FAQ,112,152,1862,3662,2862
2022-02-05,Uttar Pradesh,Lucknow,Wheat,FAQ,197,137,1247,2547,3147
2022-02-12,Uttar Pradesh,Lucknow,Wheat,FAQ,168,58,1318,3118,2918
2022-02-19,Uttar Pradesh,Lucknow,Wheat,FAQ,195,135,1245,3545,3145
2022-02-26,Uttar Pradesh,Lucknow,Wheat,FAQ,69,159,1419,3219,3019
