date,state,district,latitude,longitude,temperature_max,temperature_min,humidity,rainfall,wind_speed,pressure
2023-07-10,Gujarat,Ahmedabad,23.03,72.58,30.5,21.5,77,0,7,1017
2023-07-11,Gujarat,Ahmedabad,23.03,72.58,28.5,21.5,65,0,10,1025
2023-07-12,Gujarat,Ahmedabad,23.03,72.58,32.5,19.5,79,0,9,1019
2023-07-13,Gujarat,Ahmedabad,23.03,72.58,31.5,20.5,68,8,13,1028
2023-07-14,Gujarat,Ahmedabad,23.03,72.58,30.5,25.5,67,0,12,1017
2023-07-15,Gujarat,Ahmedabad,23.03,72.58,30.5,23.5,87,0,17,1027
2023-07-16,Gujarat,Ahmedabad,23.03,72.58,32.5,21.5,79,0,9,1029
2023-07-17,Gujarat,Ahmedabad,23.03,72.58,24.5,19.5,81,0,11,1011
2023-07-18,Gujarat,Ahmedabad,23.03,72.58,29.5,20.5,86,0,16,1016
2023-07-19,Gujarat,Ahmedabad,23.03,72.58,25.5,18.5,72,0,17,1022
2023-07-20,Gujarat,Ahmedabad,23.03,72.58,25.5,20.5,82,0,12,1012
2023-07-21,Gujarat,Ahmedabad,23.03,72.58,31.5,20.5,88,0,18,1028
2023-07-22,Gujarat,Ahmedabad,23.03,72.58,23.5,24.5,70,0,15,1020
2023-07-23,Gujarat,Ahmedabad,23.03,72.58,26.5,25.5,73,0,18,1013
2023-07-24,Gujarat,Ahmedabad,23.03,72.58,26.5,25.5,83,3,13,1013
2023-07-25,Gujarat,Ahmedabad,23.03,72.58,25.5,22.5,62,0,7,1022
2023-07-26,Gujarat,Ahmedabad,23.03,72.58,25.5,20.5,72,0,17,1012
2023-07-27,Gujarat,Ahmedabad,23.03,72.58,31.5,18.5,88,0,18,1018
2023-07-28,Gujarat,Ahmedabad,23.03,72.58,24.5,19.5,61,0,6,1011
2023-07-29,Gujarat,Ahmedabad,23.03,72.58,30.5,21.5,67,0,12,1017
2023-07-30,Gujarat,Ahmedabad,23.03,72.58,23.5,18.5,80,0,10,1010
2023-07-31,Gujarat,Ahmedabad,23.03,72.58,29.5,22.5,76,6,6,1026
2023-08-01,Gujarat,Ahmedabad,23.03,72.58,26.5,23.5,83,0,13,1023
2023-08-02,Gujarat,Ahmedabad,23.03,72.58,26.5,21.5,73,0,18,1013
2023-08-03,Gujarat,Ahmedabad,23.03,72.58,25.5,24.5,82,0,12,1012
2023-08-04,Gujarat,Ahmedabad,23.03,72.58,23.5,24.5,80,0,10,1020
2023-08-05,Gujarat,Ahmedabad,23.03,72.58,27.5,20.5,74,0,19,1024
2023-08-06,Gujarat,Ahmedabad,23.03,72.58,25.5,24.5,62,0,7,1012
2023-08-07,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,61,0,6,1011
2023-08-08,Gujarat,Ahmedabad,23.03,72.58,23.5,22.5,80,0,10,1010
2023-08-09,Gujarat,Ahmedabad,23.03,72.58,25.5,22.5,82,2,12,1022
2023-08-10,Gujarat,Ahmedabad,23.03,72.58,31.5,18.5,88,0,18,1018
2023-08-11,Gujarat,Ahmedabad,23.03,72.58,24.5,19.5,71,0,16,1011
2023-08-12,Gujarat,Ahmedabad,23.03,72.58,30.5,23.5,77,7,7,1027
2023-08-13,Gujarat,Ahmedabad,23.03,72.58,32.5,23.5,79,0,9,1019
2023-08-14,Gujarat,Ahmedabad,23.03,72.58,24.5,21.5,81,0,11,1021
2023-08-15,Gujarat,Ahmedabad,23.03,72.58,30.5,23.5,77,0,7,1027
2023-08-16,Gujarat,Ahmedabad,23.03,72.58,25.5,18.5,82,2,12,1022
2023-08-17,Gujarat,Ahmedabad,23.03,72.58,32.5,23.5,79,9,9,1019
2023-08-18,Gujarat,Ahmedabad,23.03,72.58,24.5,21.5,61,0,6,1021
2023-08-19,Gujarat,Ahmedabad,23.03,72.58,27.5,22.5,74,0,19,1014
2023-08-20,Gujarat,Ahmedabad,23.03,72.58,23.5,18.5,70,0,15,1010
2023-08-21,Gujarat,Ahmedabad,23.03,72.58,25.5,18.5,82,0,12,1022
2023-08-22,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,81,0,11,1011
2023-08-23,Gujarat,Ahmedabad,23.03,72.58,30.5,25.5,77,0,7,1017
2023-08-24,Gujarat,Ahmedabad,23.03,72.58,25.5,20.5,82,0,12,1012
2023-08-25,Gujarat,Ahmedabad,23.03,72.58,32.5,19.5,69,0,14,1019
2023-08-26,Gujarat,Ahmedabad,23.03,72.58,28.5,21.5,65,0,10,1025
2023-08-27,Gujarat,Ahmedabad,23.03,72.58,26.5,19.5,63,0,8,1023
2023-08-28,Gujarat,Ahmedabad,23.03,72.58,26.5,25.5,63,0,8,1013
2023-08-29,Gujarat,Ahmedabad,23.03,72.58,29.5,18.5,66,0,11,1026
2023-08-30,Gujarat,Ahmedabad,23.03,72.58,27.5,22.5,84,0,14,1014
2023-08-31,Gujarat,Ahmedabad,23.03,72.58,27.5,18.5,84,0,14,1014
2023-09-01,Gujarat,Ahmedabad,23.03,72.58,27.5,20.5,64,0,9,1024
2023-09-02,Gujarat,Ahmedabad,23.03,72.58,32.5,21.5,89,0,19,1029
2023-09-03,Gujarat,Ahmedabad,23.03,72.58,25.5,20.5,82,0,12,1012
2023-09-04,Gujarat,Ahmedabad,23.03,72.58,30.5,25.5,77,7,7,1017
2023-09-05,Gujarat,Ahmedabad,23.03,72.58,25.5,18.5,62,0,7,1022
2023-09-06,Gujarat,Ahmedabad,23.03,72.58,31.5,22.5,68,0,13,1018
2023-09-07,Gujarat,Ahmedabad,23.03,72.58,29.5,20.5,66,0,11,1016
2023-09-08,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,61,0,6,1011
2023-09-09,Gujarat,Ahmedabad,23.03,72.58,31.5,22.5,78,8,8,1018
2023-09-10,Gujarat,Ahmedabad,23.03,72.58,23.5,20.5,70,0,15,1020
2023-09-11,Gujarat,Ahmedabad,23.03,72.58,28.5,23.5,65,0,10,1015
2023-09-12,Gujarat,Ahmedabad,23.03,72.58,32.5,19.5,69,9,14,1019
2023-09-13,Gujarat,Ahmedabad,23.03,72.58,29.5,20.5,76,0,6,1016
2023-09-14,Gujarat,Ahmedabad,23.03,72.58,32.5,21.5,69,0,14,1029
2023-09-15,Gujarat,Ahmedabad,23.03,72.58,25.5,24.5,62,0,7,1012
2023-09-16,Gujarat,Ahmedabad,23.03,72.58,26.5,21.5,63,0,8,1013
2023-09-17,Gujarat,Ahmedabad,23.03,72.58,32.5,23.5,79,0,9,1019
2023-09-18,Gujarat,Ahmedabad,23.03,72.58,32.5,25.5,69,0,14,1029
2023-09-19,Gujarat,Ahmedabad,23.03,72.58,28.5,23.5,75,0,5,1015
2023-09-20,Gujarat,Ahmedabad,23.03,72.58,32.5,25.5,89,0,19,1029
2023-09-21,Gujarat,Ahmedabad,23.03,72.58,26.5,23.5,73,0,18,1023
2023-09-22,Gujarat,Ahmedabad,23.03,72.58,31.5,24.5,68,0,13,1028
2023-09-23,Gujarat,Ahmedabad,23.03,72.58,30.5,19.5,77,0,7,1027
2023-09-24,Gujarat,Ahmedabad,23.03,72.58,27.5,24.5,84,0,14,1024
2023-09-25,Gujarat,Ahmedabad,23.03,72.58,29.5,24.5,66,0,11,1016
2023-09-26,Gujarat,Ahmedabad,23.03,72.58,24.5,25.5,71,0,16,1021
2023-09-27,Gujarat,Ahmedabad,23.03,72.58,27.5,18.5,84,4,14,1014
2023-09-28,Gujarat,Ahmedabad,23.03,72.58,29.5,18.5,76,0,6,1026
2023-09-29,Gujarat,Ahmedabad,23.03,72.58,26.5,19.5,73,0,18,1023
2023-09-30,Gujarat,Ahmedabad,23.03,72.58,27.5,20.5,74,0,19,1024
2023-10-01,Gujarat,Ahmedabad,23.03,72.58,27.5,18.5,64,0,9,1014
2023-10-02,Gujarat,Ahmedabad,23.03,72.58,27.5,22.5,74,0,19,1014
2023-10-03,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,71,0,16,1011
2023-10-04,Gujarat,Ahmedabad,23.03,72.58,28.5,23.5,85,0,15,1015
2023-10-05,Gujarat,Ahmedabad,23.03,72.58,26.5,25.5,83,0,13,1013
2023-10-06,Gujarat,Ahmedabad,23.03,72.58,32.5,19.5,79,0,9,1019
2023-10-07,Gujarat,Ahmedabad,23.03,72.58,31.5,18.5,78,8,8,1018
2023-10-08,Gujarat,Ahmedabad,23.03,72.58,25.5,24.5,62,2,7,1012
2023-10-09,Gujarat,Ahmedabad,23.03,72.58,23.5,20.5,70,0,15,1020
2023-10-10,Gujarat,Ahmedabad,23.03,72.58,30.5,21.5,67,0,12,1017
2023-10-11,Gujarat,Ahmedabad,23.03,72.58,24.5,21.5,81,0,11,1021
2023-10-12,Gujarat,Ahmedabad,23.03,72.58,28.5,25.5,75,0,5,1025
2023-10-13,Gujarat,Ahmedabad,23.03,72.58,26.5,25.5,63,0,8,1013
2023-10-14,Gujarat,Ahmedabad,23.03,72.58,31.5,18.5,78,0,8,1018
2023-10-15,Gujarat,Ahmedabad,23.03,72.58,26.5,21.5,83,0,13,1013
2023-10-16,Gujarat,Ahmedabad,23.03,72.58,31.5,24.5,68,0,13,1028
2023-10-17,Gujarat,Ahmedabad,23.03,72.58,28.5,21.5,85,0,15,1025
2023-10-18,Gujarat,Ahmedabad,23.03,72.58,23.5,24.5,70,0,15,1020
2023-10-19,Gujarat,Ahmedabad,23.03,72.58,30.5,21.5,77,0,7,1017
2023-10-20,Gujarat,Ahmedabad,23.03,72.58,29.5,22.5,86,0,16,1026
2023-10-21,Gujarat,Ahmedabad,23.03,72.58,28.5,25.5,75,5,5,1025
2023-10-22,Gujarat,Ahmedabad,23.03,72.58,28.5,19.5,75,5,5,1015
2023-10-23,Gujarat,Ahmedabad,23.03,72.58,27.5,20.5,84,0,14,1024
2023-10-24,Gujarat,Ahmedabad,23.03,72.58,25.5,24.5,72,0,17,1012
2023-10-25,Gujarat,Ahmedabad,23.03,72.58,30.5,25.5,67,7,12,1017
2023-10-26,Gujarat,Ahmedabad,23.03,72.58,24.5,21.5,81,0,11,1021
2023-10-27,Gujarat,Ahmedabad,23.03,72.58,26.5,23.5,73,0,18,1023
2023-10-28,Gujarat,Ahmedabad,23.03,72.58,24.5,21.5,71,0,16,1021
2023-10-29,Gujarat,Ahmedabad,23.03,72.58,25.5,20.5,82,0,12,1012
2023-10-30,Gujarat,Ahmedabad,23.03,72.58,27.5,22.5,64,0,9,1014
2023-10-31,Gujarat,Ahmedabad,23.03,72.58,23.5,18.5,80,0,10,1010
2023-11-01,Gujarat,Ahmedabad,23.03,72.58,29.5,18.5,66,6,11,1026
2023-11-02,Gujarat,Ahmedabad,23.03,72.58,27.5,24.5,74,0,19,1024
2023-11-03,Gujarat,Ahmedabad,23.03,72.58,30.5,21.5,77,7,7,1017
2023-11-04,Gujarat,Ahmedabad,23.03,72.58,30.5,19.5,67,7,12,1027
2023-11-05,Gujarat,Ahmedabad,23.03,72.58,23.5,22.5,80,0,10,1010
2023-11-06,Gujarat,Ahmedabad,23.03,72.58,28.5,25.5,65,5,10,1025
2023-11-07,Gujarat,Ahmedabad,23.03,72.58,26.5,19.5,83,3,13,1023
2023-11-08,Gujarat,Ahmedabad,23.03,72.58,27.5,24.5,64,0,9,1024
2023-11-09,Gujarat,Ahmedabad,23.03,72.58,28.5,25.5,75,0,5,1025
2023-11-10,Gujarat,Ahmedabad,23.03,72.58,32.5,19.5,69,0,14,1019
2023-11-11,Gujarat,Ahmedabad,23.03,72.58,26.5,21.5,73,3,18,1013
2023-11-12,Gujarat,Ahmedabad,23.03,72.58,29.5,20.5,86,6,16,1016
2023-11-13,Gujarat,Ahmedabad,23.03,72.58,27.5,20.5,64,0,9,1024
2023-11-14,Gujarat,Ahmedabad,23.03,72.58,23.5,20.5,80,0,10,1020
2023-11-15,Gujarat,Ahmedabad,23.03,72.58,26.5,19.5,63,0,8,1023
2023-11-16,Gujarat,Ahmedabad,23.03,72.58,28.5,21.5,65,0,10,1025
2023-11-17,Gujarat,Ahmedabad,23.03,72.58,30.5,25.5,87,0,17,1017
2023-11-18,Gujarat,Ahmedabad,23.03,72.58,23.5,24.5,80,0,10,1020
2023-11-19,Gujarat,Ahmedabad,23.03,72.58,30.5,19.5,87,0,17,1027
2023-11-20,Gujarat,Ahmedabad,23.03,72.58,27.5,22.5,84,0,14,1014
2023-11-21,Gujarat,Ahmedabad,23.03,72.58,26.5,19.5,63,0,8,1023
2023-11-22,Gujarat,Ahmedabad,23.03,72.58,27.5,24.5,84,0,14,1024
2023-11-23,Gujarat,Ahmedabad,23.03,72.58,23.5,20.5,80,0,10,1020
2023-11-24,Gujarat,Ahmedabad,23.03,72.58,29.5,18.5,66,0,11,1026
2023-11-25,Gujarat,Ahmedabad,23.03,72.58,30.5,25.5,87,0,17,1017
2023-11-26,Gujarat,Ahmedabad,23.03,72.58,24.5,19.5,81,1,11,1011
2023-11-27,Gujarat,Ahmedabad,23.03,72.58,31.5,18.5,68,0,13,1018
2023-11-28,Gujarat,Ahmedabad,23.03,72.58,31.5,22.5,68,8,13,1018
2023-11-29,Gujarat,Ahmedabad,23.03,72.58,27.5,20.5,74,0,19,1024
2023-11-30,Gujarat,Ahmedabad,23.03,72.58,28.5,25.5,65,0,10,1025
2023-12-01,Gujarat,Ahmedabad,23.03,72.58,20.5,11.5,87,0,17,1017
2023-12-02,Gujarat,Ahmedabad,23.03,72.58,19.5,12.5,86,0,16,1026
2023-12-03,Gujarat,Ahmedabad,23.03,72.58,20.5,9.5,87,0,17,1027
2023-12-04,Gujarat,Ahmedabad,23.03,72.58,22.5,13.5,69,9,14,1019
2023-12-05,Gujarat,Ahmedabad,23.03,72.58,16.5,15.5,63,0,8,1013
2023-12-06,Gujarat,Ahmedabad,23.03,72.58,14.5,13.5,81,0,11,1011
2023-12-07,Gujarat,Ahmedabad,23.03,72.58,19.5,14.5,76,6,6,1016
2023-12-08,Gujarat,Ahmedabad,23.03,72.58,17.5,12.5,84,4,14,1014
2023-12-09,Gujarat,Ahmedabad,23.03,72.58,18.5,9.5,75,0,5,1015
2023-12-10,Gujarat,Ahmedabad,23.03,72.58,20.5,9.5,77,7,7,1027
2023-12-11,Gujarat,Ahmedabad,23.03,72.58,13.5,8.5,80,0,10,1010
2023-12-12,Gujarat,Ahmedabad,23.03,72.58,14.5,13.5,61,0,6,1011
2023-12-13,Gujarat,Ahmedabad,23.03,72.58,21.5,12.5,68,0,13,1018
2023-12-14,Gujarat,Ahmedabad,23.03,72.58,18.5,13.5,65,0,10,1015
2023-12-15,Gujarat,Ahmedabad,23.03,72.58,14.5,11.5,71,1,16,1021
2023-12-16,Gujarat,Ahmedabad,23.03,72.58,16.5,15.5,63,0,8,1013
2023-12-17,Gujarat,Ahmedabad,23.03,72.58,16.5,9.5,83,0,13,1023
2023-12-18,Gujarat,Ahmedabad,23.03,72.58,14.5,13.5,71,0,16,1011
2023-12-19,Gujarat,Ahmedabad,23.03,72.58,16.5,11.5,73,0,18,1013
2023-12-20,Gujarat,Ahmedabad,23.03,72.58,14.5,13.5,61,0,6,1011
2023-12-21,Gujarat,Ahmedabad,23.03,72.58,21.5,14.5,88,0,18,1028
2023-12-22,Gujarat,Ahmedabad,23.03,72.58,16.5,15.5,73,3,18,1013
2023-12-23,Gujarat,Ahmedabad,23.03,72.58,20.5,9.5,67,0,12,1027
2023-12-24,Gujarat,Ahmedabad,23.03,72.58,22.5,9.5,89,0,19,1019
2023-12-25,Gujarat,Ahmedabad,23.03,72.58,14.5,9.5,61,1,6,1011
2023-12-26,Gujarat,Ahmedabad,23.03,72.58,19.5,8.5,76,6,6,1026
2023-12-27,Gujarat,Ahmedabad,23.03,72.58,19.5,8.5,76,0,6,1026
2023-12-28,Gujarat,Ahmedabad,23.03,72.58,16.5,13.5,83,3,13,1023
2023-12-29,Gujarat,Ahmedabad,23.03,72.58,22.5,15.5,79,0,9,1029
2023-12-30,Gujarat,Ahmedabad,23.03,72.58,20.5,13.5,67,0,12,1027
2023-12-31,Gujarat,Ahmedabad,23.03,72.58,22.5,9.5,79,0,9,1019
2024-01-01,Gujarat,Ahmedabad,23.03,72.58,20.5,15.5,67,0,12,1017
2024-01-02,Gujarat,Ahmedabad,23.03,72.58,22.5,15.5,69,0,14,1029
2024-01-03,Gujarat,Ahmedabad,23.03,72.58,18.5,15.5,75,5,5,1025
2024-01-04,Gujarat,Ahmedabad,23.03,72.58,17.5,8.5,74,0,19,1014
2024-01-05,Gujarat,Ahmedabad,23.03,72.58,15.5,12.5,72,0,17,1022
2024-01-06,Gujarat,Ahmedabad,23.03,72.58,14.5,9.5,61,0,6,1011
2024-01-07,Gujarat,Ahmedabad,23.03,72.58,13.5,14.5,80,0,10,1020
2024-01-08,Gujarat,Ahmedabad,23.03,72.58,21.5,8.5,78,8,8,1018
2024-01-09,Gujarat,Ahmedabad,23.03,72.58,16.5,9.5,83,3,13,1023
2024-01-10,Gujarat,Ahmedabad,23.03,72.58,14.5,9.5,71,0,16,1011
2024-01-11,Gujarat,Ahmedabad,23.03,72.58,19.5,14.5,76,0,6,1016
2024-01-12,Gujarat,Ahmedabad,23.03,72.58,22.5,9.5,89,0,19,1019
2024-01-13,Gujarat,Ahmedabad,23.03,72.58,20.5,11.5,67,0,12,1017
2024-01-14,Gujarat,Ahmedabad,23.03,72.58,14.5,11.5,71,1,16,1021
2024-01-15,Gujarat,Ahmedabad,23.03,72.58,18.5,15.5,65,0,10,1025
2024-01-16,Gujarat,Ahmedabad,23.03,72.58,15.5,10.5,82,2,12,1012
2024-01-17,Gujarat,Ahmedabad,23.03,72.58,18.5,13.5,65,0,10,1015
2024-01-18,Gujarat,Ahmedabad,23.03,72.58,18.5,9.5,75,0,5,1015
2024-01-19,Gujarat,Ahmedabad,23.03,72.58,17.5,12.5,64,4,9,1014
2024-01-20,Gujarat,Ahmedabad,23.03,72.58,14.5,13.5,81,1,11,1011
2024-01-21,Gujarat,Ahmedabad,23.03,72.58,17.5,10.5,84,4,14,1024
2024-01-22,Gujarat,Ahmedabad,23.03,72.58,20.5,15.5,77,0,7,1017
2024-01-23,Gujarat,Ahmedabad,23.03,72.58,13.5,8.5,70,0,15,1010
2024-01-24,Gujarat,Ahmedabad,23.03,72.58,16.5,15.5,83,3,13,1013
2024-01-25,Gujarat,Ahmedabad,23.03,72.58,18.5,15.5,85,0,15,1025
2024-01-26,Gujarat,Ahmedabad,23.03,72.58,21.5,10.5,68,8,13,1028
2024-01-27,Gujarat,Ahmedabad,23.03,72.58,15.5,14.5,62,2,7,1012
2024-01-28,Gujarat,Ahmedabad,23.03,72.58,17.5,8.5,74,4,19,1014
2024-01-29,Gujarat,Ahmedabad,23.03,72.58,18.5,11.5,85,0,15,1025
2024-01-30,Gujarat,Ahmedabad,23.03,72.58,20.5,13.5,77,0,7,1027
2024-01-31,Gujarat,Ahmedabad,23.03,72.58,13.5,12.5,70,0,15,1010
2024-02-01,Gujarat,Ahmedabad,23.03,72.58,20.5,15.5,67,0,12,1017
2024-02-02,Gujarat,Ahmedabad,23.03,72.58,19.5,14.5,76,0,6,1016
2024-02-03,Gujarat,Ahmedabad,23.03,72.58,18.5,15.5,65,0,10,1025
2024-02-04,Gujarat,Ahmedabad,23.03,72.58,16.5,9.5,63,0,8,1023
2024-02-05,Gujarat,Ahmedabad,23.03,72.58,20.5,15.5,67,7,12,1017
2024-02-06,Gujarat,Ahmedabad,23.03,72.58,13.5,8.5,70,0,15,1010
2024-02-07,Gujarat,Ahmedabad,23.03,72.58,21.5,12.5,78,8,8,1018
2024-02-08,Gujarat,Ahmedabad,23.03,72.58,13.5,8.5,80,0,10,1010
2024-02-09,Gujarat,Ahmedabad,23.03,72.58,22.5,13.5,69,0,14,1019
2024-02-10,Gujarat,Ahmedabad,23.03,72.58,20.5,11.5,67,0,12,1017
2024-02-11,Gujarat,Ahmedabad,23.03,72.58,21.5,14.5,78,0,8,1028
2024-02-12,Gujarat,Ahmedabad,23.03,72.58,14.5,15.5,71,0,16,1021
2024-02-13,Gujarat,Ahmedabad,23.03,72.58,16.5,13.5,83,0,13,1023
2024-02-14,Gujarat,Ahmedabad,23.03,72.58,20.5,9.5,67,7,12,1027
2024-02-15,Gujarat,Ahmedabad,23.03,72.58,17.5,10.5,64,0,9,1024
2024-02-16,Gujarat,Ahmedabad,23.03,72.58,22.5,15.5,79,9,9,1029
2024-02-17,Gujarat,Ahmedabad,23.03,72.58,14.5,11.5,61,0,6,1021
2024-02-18,Gujarat,Ahmedabad,23.03,72.58,19.5,14.5,66,0,11,1016
2024-02-19,Gujarat,Ahmedabad,23.03,72.58,20.5,15.5,67,0,12,1017
2024-02-20,Gujarat,Ahmedabad,23.03,72.58,13.5,10.5,80,0,10,1020
2024-02-21,Gujarat,Ahmedabad,23.03,72.58,16.5,9.5,63,0,8,1023
2024-02-22,Gujarat,Ahmedabad,23.03,72.58,14.5,15.5,61,0,6,1021
2024-02-23,Gujarat,Ahmedabad,23.03,72.58,16.5,11.5,83,0,13,1013
2024-02-24,Gujarat,Ahmedabad,23.03,72.58,19.5,12.5,66,0,11,1026
2024-02-25,Gujarat,Ahmedabad,23.03,72.58,19.5,14.5,76,0,6,1016
2024-02-26,Gujarat,Ahmedabad,23.03,72.58,21.5,10.5,68,0,13,1028
2024-02-27,Gujarat,Ahmedabad,23.03,72.58,20.5,15.5,77,0,7,1017
2024-02-28,Gujarat,Ahmedabad,23.03,72.58,16.5,11.5,73,0,18,1013
2024-02-29,Gujarat,Ahmedabad,23.03,72.58,15.5,12.5,72,0,17,1022
2024-03-01,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,71,0,16,1011
2024-03-02,Gujarat,Ahmedabad,23.03,72.58,31.5,18.5,88,0,18,1018
2024-03-03,Gujarat,Ahmedabad,23.03,72.58,30.5,23.5,67,0,12,1027
2024-03-04,Gujarat,Ahmedabad,23.03,72.58,28.5,21.5,65,5,10,1025
2024-03-05,Gujarat,Ahmedabad,23.03,72.58,27.5,22.5,84,4,14,1014
2024-03-06,Gujarat,Ahmedabad,23.03,72.58,24.5,19.5,71,0,16,1011
2024-03-07,Gujarat,Ahmedabad,23.03,72.58,30.5,19.5,77,0,7,1027
2024-03-08,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,81,1,11,1011
2024-03-09,Gujarat,Ahmedabad,23.03,72.58,28.5,19.5,75,0,5,1015
2024-03-10,Gujarat,Ahmedabad,23.03,72.58,29.5,24.5,86,6,16,1016
2024-03-11,Gujarat,Ahmedabad,23.03,72.58,32.5,25.5,79,0,9,1029
2024-03-12,Gujarat,Ahmedabad,23.03,72.58,23.5,22.5,70,0,15,1010
2024-03-13,Gujarat,Ahmedabad,23.03,72.58,31.5,20.5,68,0,13,1028
2024-03-14,Gujarat,Ahmedabad,23.03,72.58,23.5,22.5,60,0,5,1010
2024-03-15,Gujarat,Ahmedabad,23.03,72.58,28.5,19.5,85,0,15,1015
2024-03-16,Gujarat,Ahmedabad,23.03,72.58,29.5,20.5,76,6,6,1016
2024-03-17,Gujarat,Ahmedabad,23.03,72.58,32.5,25.5,69,0,14,1029
2024-03-18,Gujarat,Ahmedabad,23.03,72.58,24.5,23.5,81,0,11,1011
2024-03-19,Gujarat,Ahmedabad,23.03,72.58,32.5,21.5,79,9,9,1029
2024-03-20,Gujarat,Ahmedabad,23.03,72.58,26.5,19.5,83,0,13,1023
2024-03-21,Gujarat,Ahmedabad,23.03,72.58,32.5,21.5,89,9,19,1029
2024-03-22,Gujarat,Ahmedabad,23.03,72.58,28.5,23.5,85,0,15,1015
2024-03-23,Gujarat,Ahmedabad,23.03,72.58,27.5,18.5,64,0,9,1014
2024-03-24,Gujarat,Ahmedabad,23.03,72.58,31.5,20.5,88,0,18,1028
2024-03-25,Gujarat,Ahmedabad,23.03,72.58,30.5,21.5,77,7,7,1017
2024-03-26,Gujarat,Ahmedabad,23.03,72.58,29.5,18.5,76,0,6,1026
2024-03-27,Gujarat,Ahmedabad,23.03,72.58,27.5,24.5,84,0,14,1024
2024-03-28,Gujarat,Ahmedabad,23.03,72.58,32.5,25.5,79,9,9,1029
2024-03-29,Gujarat,Ahmedabad,23.03,72.58,25.5,18.5,62,0,7,1022
2024-03-30,Gujarat,Ahmedabad,23.03,72.58,23.5,20.5,70,0,15,1020
2024-03-31,Gujarat,Ahmedabad,23.03,72.58,23.5,24.5,80,0,10,1020
2024-04-01,Gujarat,Ahmedabad,23.03,72.58,36.5,35.5,73,3,18,1013
2024-04-02,Gujarat,Ahmedabad,23.03,72.58,40.5,29.5,87,0,17,1027
2024-04-03,Gujarat,Ahmedabad,23.03,72.58,40.5,35.5,87,7,17,1017
2024-04-04,Gujarat,Ahmedabad,23.03,72.58,35.5,32.5,62,0,7,1022
2024-04-05,Gujarat,Ahmedabad,23.03,72.58,33.5,32.5,60,0,5,1010
2024-04-06,Gujarat,Ahmedabad,23.03,72.58,34.5,33.5,81,1,11,1011
2024-04-07,Gujarat,Ahmedabad,23.03,72.58,40.5,29.5,67,0,12,1027
2024-04-08,Gujarat,Ahmedabad,23.03,72.58,37.5,30.5,64,0,9,1024
2024-04-09,Gujarat,Ahmedabad,23.03,72.58,40.5,31.5,67,0,12,1017
2024-04-10,Gujarat,Ahmedabad,23.03,72.58,34.5,35.5,61,0,6,1021
2024-04-11,Gujarat,Ahmedabad,23.03,72.58,37.5,30.5,84,0,14,1024
2024-04-12,Gujarat,Ahmedabad,23.03,72.58,34.5,31.5,71,0,16,1021
2024-04-13,Gujarat,Ahmedabad,23.03,72.58,41.5,28.5,78,0,8,1018
2024-04-14,Gujarat,Ahmedabad,23.03,72.58,40.5,33.5,77,0,7,1027
2024-04-15,Gujarat,Ahmedabad,23.03,72.58,42.5,29.5,69,0,14,1019
2024-04-16,Gujarat,Ahmedabad,23.03,72.58,33.5,34.5,70,0,15,1020
2024-04-17,Gujarat,Ahmedabad,23.03,72.58,37.5,32.5,84,0,14,1014
2024-04-18,Gujarat,Ahmedabad,23.03,72.58,42.5,31.5,79,0,9,1029
2024-04-19,Gujarat,Ahmedabad,23.03,72.58,34.5,31.5,81,1,11,1021
2024-04-20,Gujarat,Ahmedabad,23.03,72.58,40.5,33.5,77,0,7,1027
2024-04-21,Gujarat,Ahmedabad,23.03,72.58,34.5,29.5,81,0,11,1011
2024-04-22,Gujarat,Ahmedabad,23.03,72.58,38.5,35.5,75,0,5,1025
2024-04-23,Gujarat,Ahmedabad,23.03,72.58,34.5,35.5,71,0,16,1021
2024-04-24,Gujarat,Ahmedabad,23.03,72.58,33.5,28.5,70,0,15,1010
2024-04-25,Gujarat,Ahmedabad,23.03,72.58,35.5,34.5,62,0,7,1012
2024-04-26,Gujarat,Ahmedabad,23.03,72.58,42.5,31.5,89,0,19,1029
2024-04-27,Gujarat,Ahmedabad,23.03,72.58,41.5,30.5,68,8,13,1028
2024-04-28,Gujarat,Ahmedabad,23.03,72.58,39.5,34.5,76,0,6,1016
2024-04-29,Gujarat,Ahmedabad,23.03,72.58,39.5,28.5,66,6,11,1026
2024-04-30,Gujarat,Ahmedabad,23.03,72.58,40.5,33.5,67,7,12,1027
2024-05-01,Gujarat,Ahmedabad,23.03,72.58,37.5,34.5,84,0,14,1024
2024-05-02,Gujarat,Ahmedabad,23.03,72.58,42.5,31.5,69,0,14,1029
2024-05-03,Gujarat,Ahmedabad,23.03,72.58,40.5,31.5,67,0,12,1017
2024-05-04,Gujarat,Ahmedabad,23.03,72.58,34.5,35.5,71,1,16,1021
2024-05-05,Gujarat,Ahmedabad,23.03,72.58,37.5,34.5,64,0,9,1024
2024-05-06,Gujarat,Ahmedabad,23.03,72.58,42.5,29.5,69,0,14,1019
2024-05-07,Gujarat,Ahmedabad,23.03,72.58,33.5,34.5,70,0,15,1020
