year,state,district,crop,area_hectares,production_tonnes,yield_tonnes_per_hectare,irrigated_area_hectares,rainfed_area_hectares
2020,Uttar Pradesh,Bareilly,Rice,17378.4,43446.0,2.5,12164.9,5213.5
2021,Uttar Pradesh,Bareilly,Rice,17378.4,43446.0,2.5,12164.9,5213.5
2022,Uttar Pradesh,Bareilly,Rice,17378.4,43446.0,2.5,12164.9,5213.5
2023,Uttar Pradesh,Bareilly,Rice,17378.4,43446.0,2.5,12164.9,5213.5
2024,Uttar Pradesh,Bareilly,Rice,17378.4,43446.0,2.5,12164.9,5213.5
2019,Uttar Pradesh,Bareilly,Wheat,38293.0,122537.6,3.2,26805.1,11487.9
2020,Uttar Pradesh,Bareilly,Wheat,38293.0,122537.6,3.2,26805.1,11487.9
2021,Uttar Pradesh,Bareilly,Wheat,38293.0,122537.6,3.2,26805.1,11487.9
2022,Uttar Pradesh,Bareilly,Wheat,38293.0,122537.6,3.2,26805.1,11487.9
2023,Uttar Pradesh,Bareilly,Wheat,38293.0,122537.6,3.2,26805.1,11487.9
2024,Uttar Pradesh,Bareilly,Wheat,38293.0,122537.6,3.2,26805.1,11487.9
2019,Uttar Pradesh,Bareilly,Cotton,37689.6,18844.8,0.5,26382.7,11306.9
2020,Uttar Pradesh,Bareilly,Cotton,37689.6,18844.8,0.5,26382.7,11306.9
2021,Uttar Pradesh,Bareilly,Cotton,37689.6,18844.8,0.5,26382.7,11306.9
2022,Uttar Pradesh,Bareilly,Cotton,37689.6,18844.8,0.5,26382.7,11306.9
2023,Uttar Pradesh,Bareilly,Cotton,37689.6,18844.8,0.5,26382.7,11306.9
2024,Uttar Pradesh,Bareilly,Cotton,37689.6,18844.8,0.5,26382.7,11306.9
2019,Uttar Pradesh,Bareilly,Sugarcane,17842.5,1248975.0,70.0,12489.8,5352.8
2020,Uttar Pradesh,Bareilly,Sugarcane,17842.5,1248975.0,70.0,12489.8,5352.8
2021,Uttar Pradesh,Bareilly,Sugarcane,17842.5,1248975.0,70.0,12489.8,5352.8
2022,Uttar Pradesh,Bareilly,Sugarcane,17842.5,1248975.0,70.0,12489.8,5352.8
2023,Uttar Pradesh,Bareilly,Sugarcane,17842.5,1248975.0,70.0,12489.8,5352.8
2024,Uttar Pradesh,Bareilly,Sugarcane,17842.5,1248975.0,70.0,12489.8,5352.8
2019,Uttar Pradesh,Bareilly,Soybean,13616.1,14977.7,1.1,9531.3,4084.8
2020,Uttar Pradesh,Bareilly,Soybean,13616.1,14977.7,1.1,9531.3,4084.8
2021,Uttar Pradesh,Bareilly,Soybean,13616.1,14977.7,1.1,9531.3,4084.8
2022,Uttar Pradesh,Bareilly,Soybean,13616.1,14977.7,1.1,9531.3,4084.8
2023,Uttar Pradesh,Bareilly,Soybean,13616.1,14977.7,1.1,9531.3,4084.8
2024,Uttar Pradesh,Bareilly,Soybean,13616.1,14977.7,1.1,9531.3,4084.8
2019,Uttar Pradesh,Bareilly,Maize,8629.6,24162.9,2.8,6040.7,2588.9
2020,Uttar Pradesh,Bareilly,Maize,8629.6,24162.9,2.8,6040.7,2588.9
2021,Uttar Pradesh,Bareilly,Maize,8629.6,24162.9,2.8,6040.7,2588.9
2022,Uttar Pradesh,Bareilly,Maize,8629.6,24162.9,2.8,6040.7,2588.9
2023,Uttar Pradesh,Bareilly,Maize,8629.6,24162.9,2.8,6040.7,2588.9
2024,Uttar Pradesh,Bareilly,Maize,8629.6,24162.9,2.8,6040.7,2588.9
2019,Uttar Pradesh,Bareilly,Groundnut,17893.8,25051.3,1.4,12525.7,5368.1
2020,Uttar Pradesh,Bareilly,Groundnut,17893.8,25051.3,1.4,12525.7,5368.1
2021,Uttar Pradesh,Bareilly,Groundnut,17893.8,25051.3,1.4,12525.7,5368.1
2022,Uttar Pradesh,Bareilly,Groundnut,17893.8,25051.3,1.4,12525.7,5368.1
2023,Uttar Pradesh,Bareilly,Groundnut,17893.8,25051.3,1.4,12525.7,5368.1
2024,Uttar Pradesh,Bareilly,Groundnut,17893.8,25051.3,1.4,12525.7,5368.1
2019,Uttar Pradesh,Bareilly,Onion,5195.6,93520.8,18.0,3636.9,1558.7
2020,Uttar Pradesh,Bareilly,Onion,5195.6,93520.8,18.0,3636.9,1558.7
2021,Uttar Pradesh,Bareilly,Onion,5195.6,93520.8,18.0,3636.9,1558.7
2022,Uttar Pradesh,Bareilly,Onion,5195.6,93520.8,18.0,3636.9,1558.7
2023,Uttar Pradesh,Bareilly,Onion,5195.6,93520.8,18.0,3636.9,1558.7
2024,Uttar Pradesh,Bareilly,Onion,5195.6,93520.8,18.0,3636.9,1558.7
2019,Uttar Pradesh,Agra,Rice,60721.2,151803.0,2.5,42504.8,18216.4
2020,Uttar Pradesh,Agra,Rice,60721.2,151803.0,2.5,42504.8,18216.4
2021,Uttar Pradesh,Agra,Rice,60721.2,151803.0,2.5,42504.8,18216.4
2022,Uttar Pradesh,Agra,Rice,60721.2,151803.0,2.5,42504.8,18216.4
2023,Uttar Pradesh,Agra,Rice,60721.2,151803.0,2.5,42504.8,18216.4
2024,Uttar Pradesh,Agra,Rice,60721.2,151803.0,2.5,42504.8,18216.4
2019,Uttar Pradesh,Agra,Wheat,30525.0,97680.0,3.2,21367.5,9157.5
2020,Uttar Pradesh,Agra,Wheat,30525.0,97680.0,3.2,21367.5,9157.5
2021,Uttar Pradesh,Agra,Wheat,30525.0,97680.0,3.2,21367.5,9157.5
2022,Uttar Pradesh,Agra,Wheat,30525.0,97680.0,3.2,21367.5,9157.5
2023,Uttar Pradesh,Agra,Wheat,30525.0,97680.0,3.2,21367.5,9157.5
2024,Uttar Pradesh,Agra,Wheat,30525.0,97680.0,3.2,21367.5,9157.5
2019,Uttar Pradesh,Agra,Cotton,24390.4,12195.2,0.5,17073.3,7317.1
2020,Uttar Pradesh,Agra,Cotton,24390.4,12195.2,0.5,17073.3,7317.1
2021,Uttar Pradesh,Agra,Cotton,24390.4,12195.2,0.5,17073.3,7317.1
2022,Uttar Pradesh,Agra,Cotton,24390.4,12195.2,0.5,17073.3,7317.1
2023,Uttar Pradesh,Agra,Cotton,24390.4,12195.2,0.5,17073.3,7317.1
2024,Uttar Pradesh,Agra,Cotton,24390.4,12195.2,0.5,17073.3,7317.1
2019,Uttar Pradesh,Agra,Sugarcane,3364.8,235536.0,70.0,2355.4,1009.4
2020,Uttar Pradesh,Agra,Sugarcane,3364.8,235536.0,70.0,2355.4,1009.4
2021,Uttar Pradesh,Agra,Sugarcane,3364.8,235536.0,70.0,2355.4,1009.4
2022,Uttar Pradesh,Agra,Sugarcane,3364.8,235536.0,70.0,2355.4,1009.4
2023,Uttar Pradesh,Agra,Sugarcane,3364.8,235536.0,70.0,2355.4,1009.4
2024,Uttar Pradesh,Agra,Sugarcane,3364.8,235536.0,70.0,2355.4,1009.4
2019,Uttar Pradesh,Agra,Soybean,24111.0,26522.1,1.1,16877.7,7233.3
2020,Uttar Pradesh,Agra,Soybean,24111.0,26522.1,1.1,16877.7,7233.3
2021,Uttar Pradesh,Agra,Soybean,24111.0,26522.1,1.1,16877.7,7233.3
2022,Uttar Pradesh,Agra,Soybean,24111.0,26522.1,1.1,16877.7,7233.3
2023,Uttar Pradesh,Agra,Soybean,24111.0,26522.1,1.1,16877.7,7233.3
2024,Uttar Pradesh,Agra,Soybean,24111.0,26522.1,1.1,16877.7,7233.3
2019,Uttar Pradesh,Agra,Maize,31434.9,88017.7,2.8,22004.4,9430.5
2020,Uttar Pradesh,Agra,Maize,31434.9,88017.7,2.8,22004.4,9430.5
2021,Uttar Pradesh,Agra,Maize,31434.9,88017.7,2.8,22004.4,9430.5
2022,Uttar Pradesh,Agra,Maize,31434.9,88017.7,2.8,22004.4,9430.5
2023,Uttar Pradesh,Agra,Maize,31434.9,88017.7,2.8,22004.4,9430.5
2024,Uttar Pradesh,Agra,Maize,31434.9,88017.7,2.8,22004.4,9430.5
2019,Uttar Pradesh,Agra,Groundnut,6571.2,9199.7,1.4,4599.8,1971.4
2020,Uttar Pradesh,Agra,Groundnut,6571.2,9199.7,1.4,4599.8,1971.4
2021,Uttar Pradesh,Agra,Groundnut,6571.2,9199.7,1.4,4599.8,1971.4
2022,Uttar Pradesh,Agra,Groundnut,6571.2,9199.7,1.4,4599.8,1971.4
2023,Uttar Pradesh,Agra,Groundnut,6571.2,9199.7,1.4,4599.8,1971.4
2024,Uttar Pradesh,Agra,Groundnut,6571.2,9199.7,1.4,4599.8,1971.4
2019,Uttar Pradesh,Agra,Onion,7194.2,129495.6,18.0,5035.9,2158.3
2020,Uttar Pradesh,Agra,Onion,7194.2,129495.6,18.0,5035.9,2158.3
2021,Uttar Pradesh,Agra,Onion,7194.2,129495.6,18.0,5035.9,2158.3
2022,Uttar Pradesh,Agra,Onion,7194.2,129495.6,18.0,5035.9,2158.3
2023,Uttar Pradesh,Agra,Onion,7194.2,129495.6,18.0,5035.9,2158.3
2024,Uttar Pradesh,Agra,Onion,7194.2,129495.6,18.0,5035.9,2158.3
2019,Maharashtra,Nashik,Rice,57654.0,144135.0,2.5,40357.8,17296.2
2020,Maharashtra,Nashik,Rice,57654.0,144135.0,2.5,40357.8,17296.2
2021,Maharashtra,Nashik,Rice,57654.0,144135.0,2.5,40357.8,17296.2
2022,Maharashtra,Nashik,Rice,57654.0,144135.0,2.5,40357.8,17296.2
2023,Maharashtra,Nashik,Rice,57654.0,144135.0,2.5,40357.8,17296.2
2024,Maharashtra,Nashik,Rice,57654.0,144135.0,2.5,40357.8,17296.2
2019,Maharashtra,Nashik,Wheat,43245.0,138384.0,3.2,30271.5,12973.5
2020,Maharashtra,Nashik,Wheat,43245.0,138384.0,3.2,30271.5,12973.5
2021,Maharashtra,Nashik,Wheat,43245.0,138384.0,3.2,30271.5,12973.5
2022,Maharashtra,Nashik,Wheat,43245.0,138384.0,3.2,30271.5,12973.5
2023,Maharashtra,Nashik,Wheat,43245.0,138384.0,3.2,30271.5,12973.5
2024,Maharashtra,Nashik,Wheat,43245.0,138384.0,3.2,30271.5,12973.5
2019,Maharashtra,Nashik,Cotton,22857.6,11428.8,0.5,16000.3,6857.3
2020,Maharashtra,Nashik,Cotton,22857.6,11428.8,0.5,16000.3,6857.3
2021,Maharashtra,Nashik,Cotton,22857.6,11428.8,0.5,16000.3,6857.3
2022,Maharashtra,Nashik,Cotton,22857.6,11428.8,0.5,16000.3,6857.3
2023,Maharashtra,Nashik,Cotton,22857.6,11428.8,0.5,16000.3,6857.3
2024,Maharashtra,Nashik,Cotton,22857.6,11428.8,0.5,16000.3,6857.3
2019,Maharashtra,Nashik,Sugarcane,11834.7,828429.0,70.0,8284.3,3550.4
2020,Maharashtra,Nashik,Sugarcane,11834.7,828429.0,70.0,8284.3,3550.4
2021,Maharashtra,Nashik,Sugarcane,11834.7,828429.0,70.0,8284.3,3550.4
2022,Maharashtra,Nashik,Sugarcane,11834.7,828429.0,70.0,8284.3,3550.4
2023,Maharashtra,Nashik,Sugarcane,11834.7,828429.0,70.0,8284.3,3550.4
2024,Maharashtra,Nashik,Sugarcane,11834.7,828429.0,70.0,8284.3,3550.4
2019,Maharashtra,Nashik,Soybean,14111.1,15522.2,1.1,9877.8,4233.3
2020,Maharashtra,Nashik,Soybean,14111.1,15522.2,1.1,9877.8,4233.3
2021,Maharashtra,Nashik,Soybean,14111.1,15522.2,1.1,9877.8,4233.3
2022,Maharashtra,Nashik,Soybean,14111.1,15522.2,1.1,9877.8,4233.3
2023,Maharashtra,Nashik,Soybean,14111.1,15522.2,1.1,9877.8,4233.3
2024,Maharashtra,Nashik,Soybean,14111.1,15522.2,1.1,9877.8,4233.3
2019,Maharashtra,Nashik,Maize,30641.8,85797.0,2.8,21449.3,9192.5
2020,Maharashtra,Nashik,Maize,30641.8,85797.0,2.8,21449.3,9192.5
2021,Maharashtra,Nashik,Maize,30641.8,85797.0,2.8,21449.3,9192.5
2022,Maharashtra,Nashik,Maize,30641.8,85797.0,2.8,21449.3,9192.5
2023,Maharashtra,Nashik,Maize,30641.8,85797.0,2.8,21449.3,9192.5
2024,Maharashtra,Nashik,Maize,30641.8,85797.0,2.8,21449.3,9192.5
2019,Maharashtra,Nashik,Groundnut,26834.4,37568.2,1.4,18784.1,8050.3
2020,Maharashtra,Nashik,Groundnut,26834.4,37568.2,1.4,18784.1,8050.3
2021,Maharashtra,Nashik,Groundnut,26834.4,37568.2,1.4,18784.1,8050.3
2022,Maharashtra,Nashik,Groundnut,26834.4,37568.2,1.4,18784.1,8050.3
2023,Maharashtra,Nashik,Groundnut,26834.4,37568.2,1.4,18784.1,8050.3
2024,Maharashtra,Nashik,Groundnut,26834.4,37568.2,1.4,18784.1,8050.3
2019,Maharashtra,Nashik,Onion,3881.2,69861.6,18.0,2716.8,1164.4
2020,Maharashtra,Nashik,Onion,3881.2,69861.6,18.0,2716.8,1164.4
2021,Maharashtra,Nashik,Onion,3881.2,69861.6,18.0,2716.8,1164.4
2022,Maharashtra,Nashik,Onion,3881.2,69861.6,18.0,2716.8,1164.4
2023,Maharashtra,Nashik,Onion,3881.2,69861.6,18.0,2716.8,1164.4
2024,Maharashtra,Nashik,Onion,3881.2,69861.6,18.0,2716.8,1164.4
2019,Maharashtra,Pune,Rice,71252.4,178131.0,2.5,49876.7,21375.7
2020,Maharashtra,Pune,Rice,71252.4,178131.0,2.5,49876.7,21375.7
2021,Maharashtra,Pune,Rice,71252.4,178131.0,2.5,49876.7,21375.7
2022,Maharashtra,Pune,Rice,71252.4,178131.0,2.5,49876.7,21375.7
2023,Maharashtra,Pune,Rice,71252.4,178131.0,2.5,49876.7,21375.7
2024,Maharashtra,Pune,Rice,71252.4,178131.0,2.5,49876.7,21375.7
2019,Maharashtra,Pune,Wheat,49496.0,158387.2,3.2,34647.2,14848.8
2020,Maharashtra,Pune,Wheat,49496.0,158387.2,3.2,34647.2,14848.8
2021,Maharashtra,Pune,Wheat,49496.0,158387.2,3.2,34647.2,14848.8
2022,Maharashtra,Pune,Wheat,49496.0,158387.2,3.2,34647.2,14848.8
2023,Maharashtra,Pune,Wheat,49496.0,158387.2,3.2,34647.2,14848.8
2024,Maharashtra,Pune,Wheat,49496.0,158387.2,3.2,34647.2,14848.8
2019,Maharashtra,Pune,Cotton,13846.4,6923.2,0.5,9692.5,4153.9
2020,Maharashtra,Pune,Cotton,13846.4,6923.2,0.5,9692.5,4153.9
2021,Maharashtra,Pune,Cotton,13846.4,6923.2,0.5,9692.5,4153.9
2022,Maharashtra,Pune,Cotton,13846.4,6923.2,0.5,9692.5,4153.9
2023,Maharashtra,Pune,Cotton,13846.4,6923.2,0.5,9692.5,4153.9
2024,Maharashtra,Pune,Cotton,13846.4,6923.2,0.5,9692.5,4153.9
2019,Maharashtra,Pune,Sugarcane,13236.9,926583.0,70.0,9265.8,3971.1
2020,Maharashtra,Pune,Sugarcane,13236.9,926583.0,70.0,9265.8,3971.1
2021,Maharashtra,Pune,Sugarcane,13236.9,926583.0,70.0,9265.8,3971.1
2022,Maharashtra,Pune,Sugarcane,13236.9,926583.0,70.0,9265.8,3971.1
2023,Maharashtra,Pune,Sugarcane,13236.9,926583.0,70.0,9265.8,3971.1
2024,Maharashtra,Pune,Sugarcane,13236.9,926583.0,70.0,9265.8,3971.1
2019,Maharashtra,Pune,Soybean,28195.2,31014.7,1.1,19736.6,8458.6
2020,Maharashtra,Pune,Soybean,28195.2,31014.7,1.1,19736.6,8458.6
2021,Maharashtra,Pune,Soybean,28195.2,31014.7,1.1,19736.6,8458.6
2022,Maharashtra,Pune,Soybean,28195.2,31014.7,1.1,19736.6,8458.6
2023,Maharashtra,Pune,Soybean,28195.2,31014.7,1.1,19736.6,8458.6
2024,Maharashtra,Pune,Soybean,28195.2,31014.7,1.1,19736.6,8458.6
2019,Maharashtra,Pune,Maize,31041.5,86916.2,2.8,21729.0,9312.4
2020,Maharashtra,Pune,Maize,31041.5,86916.2,2.8,21729.0,9312.4
2021,Maharashtra,Pune,Maize,31041.5,86916.2,2.8,21729.0,9312.4
2022,Maharashtra,Pune,Maize,31041.5,86916.2,2.8,21729.0,9312.4
2023,Maharashtra,Pune,Maize,31041.5,86916.2,2.8,21729.0,9312.4
2024,Maharashtra,Pune,Maize,31041.5,86916.2,2.8,21729.0,9312.4
2019,Maharashtra,Pune,Groundnut,22962.0,32146.8,1.4,16073.4,6888.6
2020,Maharashtra,Pune,Groundnut,22962.0,32146.8,1.4,16073.4,6888.6
2021,Maharashtra,Pune,Groundnut,22962.0,32146.8,1.4,16073.4,6888.6
2022,Maharashtra,Pune,Groundnut,22962.0,32146.8,1.4,16073.4,6888.6
2023,Maharashtra,Pune,Groundnut,22962.0,32146.8,1.4,16073.4,6888.6
2024,Maharashtra,Pune,Groundnut,22962.0,32146.8,1.4,16073.4,6888.6
2019,Maharashtra,Pune,Onion,4582.4,82483.2,18.0,3207.7,1374.7
2020,Maharashtra,Pune,Onion,4582.4,82483.2,18.0,3207.7,1374.7
2021,Maharashtra,Pune,Onion,4582.4,82483.2,18.0,3207.7,1374.7
2022,Maharashtra,Pune,Onion,4582.4,82483.2,18.0,3207.7,1374.7
2023,Maharashtra,Pune,Onion,4582.4,82483.2,18.0,3207.7,1374.7
2024,Maharashtra,Pune,Onion,4582.4,82483.2,18.0,3207.7,1374.7
2019,Maharashtra,Ahmednagar,Rice,68715.6,171789.0,2.5,48100.9,20614.7
2020,Maharashtra,Ahmednagar,Rice,68715.6,171789.0,2.5,48100.9,20614.7
2021,Maharashtra,Ahmednagar,Rice,68715.6,171789.0,2.5,48100.9,20614.7
2022,Maharashtra,Ahmednagar,Rice,68715.6,171789.0,2.5,48100.9,20614.7
2023,Maharashtra,Ahmednagar,Rice,68715.6,171789.0,2.5,48100.9,20614.7
2024,Maharashtra,Ahmednagar,Rice,68715.6,171789.0,2.5,48100.9,20614.7
2019,Maharashtra,Ahmednagar,Wheat,12611.0,40355.2,3.2,8827.7,3783.3
2020,Maharashtra,Ahmednagar,Wheat,12611.0,40355.2,3.2,8827.7,3783.3
2021,Maharashtra,Ahmednagar,Wheat,12611.0,40355.2,3.2,8827.7,3783.3
2022,Maharashtra,Ahmednagar,Wheat,12611.0,40355.2,3.2,8827.7,3783.3
2023,Maharashtra,Ahmednagar,Wheat,12611.0,40355.2,3.2,8827.7,3783.3
2024,Maharashtra,Ahmednagar,Wheat,12611.0,40355.2,3.2,8827.7,3783.3
2019,Maharashtra,Ahmednagar,Cotton,31695.2,15847.6,0.5,22186.6,9508.6
2020,Maharashtra,Ahmednagar,Cotton,31695.2,15847.6,0.5,22186.6,9508.6
2021,Maharashtra,Ahmednagar,Cotton,31695.2,15847.6,0.5,22186.6,9508.6
2022,Maharashtra,Ahmednagar,Cotton,31695.2,15847.6,0.5,22186.6,9508.6
2023,Maharashtra,Ahmednagar,Cotton,31695.2,15847.6,0.5,22186.6,9508.6
2024,Maharashtra,Ahmednagar,Cotton,31695.2,15847.6,0.5,22186.6,9508.6
2019,Maharashtra,Ahmednagar,Sugarcane,4023.6,281652.0,70.0,2816.5,1207.1
2020,Maharashtra,Ahmednagar,Sugarcane,4023.6,281652.0,70.0,2816.5,1207.1
2021,Maharashtra,Ahmednagar,Sugarcane,4023.6,281652.0,70.0,2816.5,1207.1
2022,Maharashtra,Ahmednagar,Sugarcane,4023.6,281652.0,70.0,2816.5,1207.1
2023,Maharashtra,Ahmednagar,Sugarcane,4023.6,281652.0,70.0,2816.5,1207.1
2024,Maharashtra,Ahmednagar,Sugarcane,4023.6,281652.0,70.0,2816.5,1207.1
2019,Maharashtra,Ahmednagar,Soybean,39687.3,43656.0,1.1,27781.1,11906.2
2020,Maharashtra,Ahmednagar,Soybean,39687.3,43656.0,1.1,27781.1,11906.2
2021,Maharashtra,Ahmednagar,Soybean,39687.3,43656.0,1.1,27781.1,11906.2
2022,Maharashtra,Ahmednagar,Soybean,39687.3,43656.0,1.1,27781.1,11906.2
2023,Maharashtra,Ahmednagar,Soybean,39687.3,43656.0,1.1,27781.1,11906.2
2024,Maharashtra,Ahmednagar,Soybean,39687.3,43656.0,1.1,27781.1,11906.2
2019,Maharashtra,Ahmednagar,Maize,30691.5,85936.2,2.8,21484.0,9207.4
2020,Maharashtra,Ahmednagar,Maize,30691.5,85936.2,2.8,21484.0,9207.4
2021,Maharashtra,Ahmednagar,Maize,30691.5,85936.2,2.8,21484.0,9207.4
2022,Maharashtra,Ahmednagar,Maize,30691.5,85936.2,2.8,21484.0,9207.4
2023,Maharashtra,Ahmednagar,Maize,30691.5,85936.2,2.8,21484.0,9207.4
2024,Maharashtra,Ahmednagar,Maize,30691.5,85936.2,2.8,21484.0,9207.4
2019,Maharashtra,Ahmednagar,Groundnut,27733.8,38827.3,1.4,19413.7,8320.1
2020,Maharashtra,Ahmednagar,Groundnut,27733.8,38827.3,1.4,19413.7,8320.1
2021,Maharashtra,Ahmednagar,Groundnut,27733.8,38827.3,1.4,19413.7,8320.1
2022,Maharashtra,Ahmednagar,Groundnut,27733.8,38827.3,1.4,19413.7,8320.1
2023,Maharashtra,Ahmednagar,Groundnut,27733.8,38827.3,1.4,19413.7,8320.1
2024,Maharashtra,Ahmednagar,Groundnut,27733.8,38827.3,1.4,19413.7,8320.1
2019,Maharashtra,Ahmednagar,Onion,5764.8,103766.4,18.0,4035.4,1729.4
2020,Maharashtra,Ahmednagar,Onion,5764.8,103766.4,18.0,4035.4,1729.4
2021,Maharashtra,Ahmednagar,Onion,5764.8,103766.4,18.0,4035.4,1729.4
2022,Maharashtra,Ahmednagar,Onion,5764.8,103766.4,18.0,4035.4,1729.4
2023,Maharashtra,Ahmednagar,Onion,5764.8,103766.4,18.0,4035.4,1729.4
2024,Maharashtra,Ahmednagar,Onion,5764.8,103766.4,18.0,4035.4,1729.4
2019,Maharashtra,Solapur,Rice,55432.8,138582.0,2.5,38803.0,16629.8
2020,Maharashtra,Solapur,Rice,55432.8,138582.0,2.5,38803.0,16629.8
2021,Maharashtra,Solapur,Rice,55432.8,138582.0,2.5,38803.0,16629.8
2022,Maharashtra,Solapur,Rice,55432.8,138582.0,2.5,38803.0,16629.8
2023,Maharashtra,Solapur,Rice,55432.8,138582.0,2.5,38803.0,16629.8
2024,Maharashtra,Solapur,Rice,55432.8,138582.0,2.5,38803.0,16629.8
2019,Maharashtra,Solapur,Wheat,28170.0,90144.0,3.2,19719.0,8451.0
2020,Maharashtra,Solapur,Wheat,28170.0,90144.0,3.2,19719.0,8451.0
2021,Maharashtra,Solapur,Wheat,28170.0,90144.0,3.2,19719.0,8451.0
2022,Maharashtra,Solapur,Wheat,28170.0,90144.0,3.2,19719.0,8451.0
2023,Maharashtra,Solapur,Wheat,28170.0,90144.0,3.2,19719.0,8451.0
2024,Maharashtra,Solapur,Wheat,28170.0,90144.0,3.2,19719.0,8451.0
2019,Maharashtra,Solapur,Cotton,31605.6,15802.8,0.5,22123.9,9481.7
2020,Maharashtra,Solapur,Cotton,31605.6,15802.8,0.5,22123.9,9481.7
2021,Maharashtra,Solapur,Cotton,31605.6,15802.8,0.5,22123.9,9481.7
2022,Maharashtra,Solapur,Cotton,31605.6,15802.8,0.5,22123.9,9481.7
2023,Maharashtra,Solapur,Cotton,31605.6,15802.8,0.5,22123.9,9481.7
2024,Maharashtra,Solapur,Cotton,31605.6,15802.8,0.5,22123.9,9481.7
2019,Maharashtra,Solapur,Sugarcane,16580.1,1160607.0,70.0,11606.1,4974.0
2020,Maharashtra,Solapur,Sugarcane,16580.1,1160607.0,70.0,11606.1,4974.0
2021,Maharashtra,Solapur,Sugarcane,16580.1,1160607.0,70.0,11606.1,4974.0
2022,Maharashtra,Solapur,Sugarcane,16580.1,1160607.0,70.0,11606.1,4974.0
2023,Maharashtra,Solapur,Sugarcane,16580.1,1160607.0,70.0,11606.1,4974.0
2024,Maharashtra,Solapur,Sugarcane,16580.1,1160607.0,70.0,11606.1,4974.0
2019,Maharashtra,Solapur,Soybean,16579.8,18237.8,1.1,11605.9,4973.9
2020,Maharashtra,Solapur,Soybean,16579.8,18237.8,1.1,11605.9,4973.9
2021,Maharashtra,Solapur,Soybean,16579.8,18237.8,1.1,11605.9,4973.9
2022,Maharashtra,Solapur,Soybean,16579.8,18237.8,1.1,11605.9,4973.9
2023,Maharashtra,Solapur,Soybean,16579.8,18237.8,1.1,11605.9,4973.9
2024,Maharashtra,Solapur,Soybean,16579.8,18237.8,1.1,11605.9,4973.9
2019,Maharashtra,Solapur,Maize,13160.0,36848.0,2.8,9212.0,3948.0
2020,Maharashtra,Solapur,Maize,13160.0,36848.0,2.8,9212.0,3948.0
2021,Maharashtra,Solapur,Maize,13160.0,36848.0,2.8,9212.0,3948.0
2022,Maharashtra,Solapur,Maize,13160.0,36848.0,2.8,9212.0,3948.0
2023,Maharashtra,Solapur,Maize,13160.0,36848.0,2.8,9212.0,3948.0
2024,Maharashtra,Solapur,Maize,13160.0,36848.0,2.8,9212.0,3948.0
2019,Maharashtra,Solapur,Groundnut,33649.2,47108.9,1.4,23554.4,10094.8
2020,Maharashtra,Solapur,Groundnut,33649.2,47108.9,1.4,23554.4,10094.8
2021,Maharashtra,Solapur,Groundnut,33649.2,47108.9,1.4,23554.4,10094.8
2022,Maharashtra,Solapur,Groundnut,33649.2,47108.9,1.4,23554.4,10094.8
2023,Maharashtra,Solapur,Groundnut,33649.2,47108.9,1.4,23554.4,10094.8
2024,Maharashtra,Solapur,Groundnut,33649.2,47108.9,1.4,23554.4,10094.8
2019,Maharashtra,Solapur,Onion,7229.6,130132.8,18.0,5060.7,2168.9
2020,Maharashtra,Solapur,Onion,7229.6,130132.8,18.0,5060.7,2168.9
2021,Maharashtra,Solapur,Onion,7229.6,130132.8,18.0,5060.7,2168.9
2022,Maharashtra,Solapur,Onion,7229.6,130132.8,18.0,5060.7,2168.9
2023,Maharashtra,Solapur,Onion,7229.6,130132.8,18.0,5060.7,2168.9
2024,Maharashtra,Solapur,Onion,7229.6,130132.8,18.0,5060.7,2168.9
2019,Maharashtra,Aurangabad,Rice,55596.0,138990.0,2.5,38917.2,16678.8
2020,Maharashtra,Aurangabad,Rice,55596.0,138990.0,2.5,38917.2,16678.8
2021,Maharashtra,Aurangabad,Rice,55596.0,138990.0,2.5,38917.2,16678.8
2022,Maharashtra,Aurangabad,Rice,55596.0,138990.0,2.5,38917.2,16678.8
2023,Maharashtra,Aurangabad,Rice,55596.0,138990.0,2.5,38917.2,16678.8
2024,Maharashtra,Aurangabad,Rice,55596.0,138990.0,2.5,38917.2,16678.8
2019,Maharashtra,Aurangabad,Wheat,37364.0,119564.8,3.2,26154.8,11209.2
2020,Maharashtra,Aurangabad,Wheat,37364.0,119564.8,3.2,26154.8,11209.2
2021,Maharashtra,Aurangabad,Wheat,37364.0,119564.8,3.2,26154.8,11209.2
2022,Maharashtra,Aurangabad,Wheat,37364.0,119564.8,3.2,26154.8,11209.2
2023,Maharashtra,Aurangabad,Wheat,37364.0,119564.8,3.2,26154.8,11209.2
2024,Maharashtra,Aurangabad,Wheat,37364.0,119564.8,3.2,26154.8,11209.2
2019,Maharashtra,Aurangabad,Cotton,32417.6,16208.8,0.5,22692.3,9725.3
2020,Maharashtra,Aurangabad,Cotton,32417.6,16208.8,0.5,22692.3,9725.3
2021,Maharashtra,Aurangabad,Cotton,32417.6,16208.8,0.5,22692.3,9725.3
2022,Maharashtra,Aurangabad,Cotton,32417.6,16208.8,0.5,22692.3,9725.3
2023,Maharashtra,Aurangabad,Cotton,32417.6,16208.8,0.5,22692.3,9725.3
2024,Maharashtra,Aurangabad,Cotton,32417.6,16208.8,0.5,22692.3,9725.3
2019,Maharashtra,Aurangabad,Sugarcane,17638.8,1234716.0,70.0,12347.2,5291.6
2020,Maharashtra,Aurangabad,Sugarcane,17638.8,1234716.0,70.0,12347.2,5291.6
